Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
35,Leandro Bacuna,cw CUW,"DF,MF",Aston Villa,23,1991,31,27,"2,417",26.9,1,0,1,1,0,0,7,0,0.04,0,0.04,0.04,0.04,Matches,2015-2016
36,Leighton Baines,eng ENG,DF,Everton,30,1984,18,16,"1,479",16.4,2,1,3,1,1,1,0,0,0.12,0.06,0.18,0.06,0.12,Matches,2015-2016
37,Patrick Bamford,eng ENG,"FW,MF",Norwich City,21,1993,7,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
38,Patrick Bamford,eng ENG,"FW,MF",Crystal Palace,21,1993,6,0,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
39,Phil Bardsley,sct SCO,DF,Stoke City,30,1985,11,9,817,9.1,0,1,1,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches,2015-2016
40,Ross Barkley,eng ENG,MF,Everton,21,1993,38,36,"3,075",34.2,8,8,16,6,2,2,4,0,0.23,0.23,0.47,0.18,0.41,Matches,2015-2016
41,Modou Barrow,gm GAM,"FW,MF",Swansea City,22,1992,22,6,791,8.8,1,2,3,1,0,0,0,0,0.11,0.23,0.34,0.11,0.34,Matches,2015-2016
42,Gareth Barry,eng ENG,MF,Everton,34,1981,33,32,"2,836",31.5,0,1,1,0,0,0,7,1,0,0.03,0.03,0,0.03,Matches,2015-2016
43,Kyle Bartley,eng ENG,DF,Swansea City,24,1991,5,3,286,3.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2015-2016
44,Sébastien Bassong,cm CMR,DF,Norwich City,29,1986,32,30,"2,790",31,1,0,1,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches,2015-2016
45,Asmir Begović,ba BIH,GK,Chelsea,28,1987,17,15,"1,399",15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
46,Valon Behrami,ch SUI,"DF,MF",Watford,30,1985,21,14,"1,279",14.2,0,1,1,0,0,0,3,1,0,0.07,0.07,0,0.07,Matches,2015-2016
47,Héctor Bellerín,es ESP,"DF,MF",Arsenal,20,1995,36,36,"3,240",36,1,5,6,1,0,0,3,0,0.03,0.14,0.17,0.03,0.17,Matches,2015-2016
48,Yohan Benalouane,tn TUN,DF,Leicester City,28,1987,4,0,68,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
49,Ryan Bennett,eng ENG,DF,Norwich City,25,1990,22,20,"1,837",20.4,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches,2015-2016
50,Nabil Bentaleb,dz ALG,MF,Tottenham,20,1994,5,2,170,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
51,Christian Benteke,be BEL,FW,Liverpool,24,1990,29,14,"1,529",17,9,3,12,8,1,1,2,0,0.53,0.18,0.71,0.47,0.65,Matches,2015-2016
52,Saido Berahino,bi BDI,"FW,MF",West Brom,21,1993,31,17,"1,746",19.4,4,0,4,4,0,2,0,0,0.21,0,0.21,0.21,0.21,Matches,2015-2016
53,Steven Berghuis,nl NED,"FW,MF",Watford,23,1991,9,0,231,2.6,0,2,2,0,0,0,2,0,0,0.78,0.78,0,0.78,Matches,2015-2016
54,Ryan Bertrand,eng ENG,"DF,MF",Southampton,25,1989,32,32,"2,880",32,1,3,4,0,1,1,6,0,0.03,0.09,0.12,0,0.09,Matches,2015-2016
55,Muhamed Bešić,ba BIH,"DF,MF",Everton,22,1992,12,7,558,6.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
56,Mame Biram Diouf,sn SEN,"FW,MF",Stoke City,27,1987,26,12,"1,278",14.2,5,1,6,5,0,0,3,0,0.35,0.07,0.42,0.35,0.42,Matches,2015-2016
57,Daley Blind,nl NED,"DF,MF",Manchester Utd,25,1990,35,35,"3,114",34.6,1,1,2,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,Matches,2015-2016
58,Hiram Boateng,eng ENG,"FW,MF",Crystal Palace,19,1996,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
59,Ádám Bogdán,hu HUN,GK,Liverpool,27,1987,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
60,Yannick Bolasie,cd COD,"FW,MF",Crystal Palace,26,1989,26,23,"2,075",23.1,5,3,8,5,0,0,2,0,0.22,0.13,0.35,0.22,0.35,Matches,2015-2016
61,Wilfried Bony,ci CIV,FW,Manchester City,26,1988,26,13,"1,226",13.6,4,3,7,4,0,1,1,0,0.29,0.22,0.51,0.29,0.51,Matches,2015-2016
62,Fabio Borini,it ITA,"FW,MF",Sunderland,24,1991,26,22,"1,891",21,5,2,7,4,1,1,6,0,0.24,0.1,0.33,0.19,0.29,Matches,2015-2016
63,Cameron Borthwick-Jackson,eng ENG,"DF,MF",Manchester Utd,18,1997,10,6,695,7.7,0,1,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches,2015-2016
64,Artur Boruc,pl POL,GK,Bournemouth,35,1980,32,32,"2,880",32,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2015-2016
65,Robbie Brady,ie IRL,"DF,FW",Norwich City,23,1992,36,34,"2,984",33.2,3,2,5,3,0,0,3,0,0.09,0.06,0.15,0.09,0.15,Matches,2015-2016
66,Cameron Brannagan,eng ENG,MF,Liverpool,19,1996,3,1,114,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
67,Miguel Britos,uy URU,DF,Watford,30,1985,24,24,"2,073",23,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches,2015-2016
68,Leon Britton,eng ENG,MF,Swansea City,32,1982,25,19,"1,520",16.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches,2015-2016
69,Wes Brown,eng ENG,DF,Sunderland,35,1979,6,6,540,6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
70,Tyias Browning,cn CHN,DF,Everton,21,1994,5,3,300,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
71,Chris Brunt,nir NIR,"DF,MF",West Brom,30,1984,22,20,"1,800",20,0,3,3,0,0,0,7,0,0,0.15,0.15,0,0.15,Matches,2015-2016
72,Mark Bunn,eng ENG,GK,Aston Villa,30,1984,10,10,900,10,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2015-2016
73,Jack Butland,eng ENG,GK,Stoke City,22,1993,31,31,"2,790",31,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
74,Sam Byram,eng ENG,"DF,MF",West Ham,21,1993,4,2,288,3.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2015-2016
75,Willy Caballero,ar ARG,GK,Manchester City,33,1981,4,3,311,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
76,Yohan Cabaye,fr FRA,MF,Crystal Palace,29,1986,33,32,"2,689",29.9,5,1,6,2,3,4,7,0,0.17,0.03,0.2,0.07,0.1,Matches,2015-2016
77,Gary Cahill,eng ENG,DF,Chelsea,29,1985,23,21,"1,957",21.7,2,1,3,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,Matches,2015-2016
78,Geoff Cameron,us USA,"DF,MF",Stoke City,30,1985,30,27,"2,359",26.2,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches,2015-2016
79,Fraizer Campbell,eng ENG,FW,Crystal Palace,27,1987,11,4,362,4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
80,Joel Campbell,cr CRC,"FW,MF",Arsenal,23,1992,19,11,884,9.8,3,2,5,3,0,0,0,0,0.31,0.2,0.51,0.31,0.51,Matches,2015-2016
81,Emre Can,de GER,"DF,MF",Liverpool,21,1994,30,28,"2,491",27.7,1,0,1,1,0,0,9,0,0.04,0,0.04,0.04,0.04,Matches,2015-2016
82,Sergi Canós,es ESP,"DF,FW",Liverpool,18,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
83,Étienne Capoue,fr FRA,MF,Watford,27,1988,33,33,"2,814",31.3,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches,2015-2016
84,Juan Carlos Paredes,ec ECU,"DF,MF",Watford,28,1987,17,7,771,8.6,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
85,João Carlos Teixeira,pt POR,"FW,MF",Liverpool,22,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
86,Michael Carrick,eng ENG,MF,Manchester Utd,34,1981,28,22,"1,972",21.9,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches,2015-2016
87,Andy Carroll,eng ENG,FW,West Ham,26,1989,27,13,"1,440",16,9,2,11,8,1,1,2,0,0.56,0.12,0.69,0.5,0.62,Matches,2015-2016
88,Tom Carroll,eng ENG,MF,Tottenham,23,1992,19,4,515,5.7,1,0,1,1,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches,2015-2016
89,Craig Cathcart,nir NIR,DF,Watford,26,1989,35,34,"3,034",33.7,1,0,1,1,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches,2015-2016
90,Lee Cattermole,eng ENG,MF,Sunderland,27,1988,31,27,"2,210",24.6,0,0,0,0,0,0,8,0,0,0,0,0,0,Matches,2015-2016
91,Steven Caulker,sl SLE,DF,Southampton,23,1991,3,1,146,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
92,Steven Caulker,sl SLE,DF,Liverpool,23,1991,3,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
93,Santi Cazorla,es ESP,MF,Arsenal,30,1984,15,15,"1,291",14.3,0,3,3,0,0,1,4,1,0,0.21,0.21,0,0.21,Matches,2015-2016
94,Petr Čech,cz CZE,GK,Arsenal,33,1982,34,34,"3,060",34,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
95,Bersant Celina,xk KVX,"FW,MF",Manchester City,18,1996,1,0,14,0.2,0,1,1,0,0,0,0,0,0,6.43,6.43,0,6.43,Matches,2015-2016
96,Nacer Chadli,be BEL,"FW,MF",Tottenham,25,1989,29,10,947,10.5,3,2,5,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matches,2015-2016
97,Marouane Chamakh,ma MAR,FW,Crystal Palace,31,1984,10,1,257,2.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
98,Calum Chambers,eng ENG,"DF,MF",Arsenal,20,1995,12,2,322,3.6,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2015-2016
99,James Chester,wls WAL,DF,West Brom,26,1989,13,9,964,10.7,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches,2015-2016
100,Pedro Chirivella,es ESP,MF,Liverpool,18,1997,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
101,Lee Chung-yong,kr KOR,"FW,MF",Crystal Palace,27,1988,13,4,390,4.3,1,0,1,1,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches,2015-2016
102,Papiss Cissé,sn SEN,FW,Newcastle Utd,30,1985,21,14,"1,067",11.9,3,0,3,3,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches,2015-2016
103,Aly Cissokho,fr FRA,DF,Aston Villa,27,1987,18,18,"1,603",17.8,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches,2015-2016
104,Ciaran Clark,ie IRL,"DF,MF",Aston Villa,25,1989,18,16,"1,442",16,1,0,1,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches,2015-2016
105,Jake Clarke-Salter,eng ENG,DF,Chelsea,17,1997,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
106,Jordy Clasie,nl NED,MF,Southampton,24,1991,22,20,"1,538",17.1,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches,2015-2016
107,Tom Cleverley,eng ENG,MF,Everton,25,1989,22,17,"1,612",17.9,2,4,6,2,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches,2015-2016
108,Gaël Clichy,fr FRA,DF,Manchester City,30,1985,14,12,"1,087",12.1,0,1,1,0,0,0,0,0,0,0.08,0.08,0,0.08,Matches,2015-2016
109,Nathaniel Clyne,eng ENG,DF,Liverpool,24,1991,33,33,"2,970",33,1,0,1,1,0,0,6,0,0.03,0,0.03,0.03,0.03,Matches,2015-2016
110,Sebastián Coates,uy URU,DF,Sunderland,24,1990,16,14,"1,229",13.7,0,3,3,0,0,0,4,0,0,0.22,0.22,0,0.22,Matches,2015-2016
111,Jack Colback,eng ENG,"DF,MF",Newcastle Utd,25,1989,29,28,"2,387",26.5,1,1,2,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,Matches,2015-2016
112,Séamus Coleman,ie IRL,"DF,MF",Everton,26,1988,28,27,"2,383",26.5,1,3,4,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,Matches,2015-2016
113,James Collins,wls WAL,DF,West Ham,31,1983,19,16,"1,441",16,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches,2015-2016
114,Fabricio Coloccini,ar ARG,"DF,MF",Newcastle Utd,33,1982,26,26,"2,292",25.5,1,0,1,1,0,0,1,1,0.04,0,0.04,0.04,0.04,Matches,2015-2016
115,Callum Connolly,eng ENG,"DF,MF",Everton,17,1997,1,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
116,Steve Cook,eng ENG,"DF,MF",Bournemouth,24,1991,36,36,"3,195",35.5,4,0,4,4,0,0,5,0,0.11,0,0.11,0.11,0.11,Matches,2015-2016
117,Francis Coquelin,fr FRA,"DF,MF",Arsenal,24,1991,26,21,"1,644",18.3,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches,2015-2016
118,Jack Cork,eng ENG,"DF,MF",Swansea City,26,1989,35,28,"2,546",28.3,1,2,3,1,0,0,3,0,0.04,0.07,0.11,0.04,0.11,Matches,2015-2016
119,Diego Costa,es ESP,FW,Chelsea,26,1988,28,27,"2,373",26.4,12,6,18,12,0,0,8,0,0.46,0.23,0.68,0.46,0.68,Matches,2015-2016
120,Thibaut Courtois,be BEL,GK,Chelsea,23,1992,23,23,"2,020",22.4,0,0,0,0,0,0,1,2,0,0,0,0,0,Matches,2015-2016
121,Philippe Coutinho,br BRA,"FW,MF",Liverpool,23,1992,26,24,"1,995",22.2,8,5,13,8,0,0,4,2,0.36,0.23,0.59,0.36,0.59,Matches,2015-2016
122,Aaron Cresswell,eng ENG,"DF,MF",West Ham,25,1989,37,37,"3,314",36.8,2,4,6,2,0,0,1,0,0.05,0.11,0.16,0.05,0.16,Matches,2015-2016
123,Peter Crouch,eng ENG,FW,Stoke City,34,1981,11,4,463,5.1,0,1,1,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches,2015-2016
124,Juan Cuadrado,co COL,"DF,FW",Chelsea,27,1988,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
125,Josh Cullen,ie IRL,"DF,MF",West Ham,19,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
126,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,28,1986,37,37,"3,285",36.5,3,5,8,1,2,2,2,0,0.08,0.14,0.22,0.03,0.16,Matches,2015-2016
127,Scott Dann,eng ENG,DF,Crystal Palace,28,1987,35,35,"3,150",35,5,1,6,5,0,0,7,0,0.14,0.03,0.17,0.14,0.17,Matches,2015-2016
128,Karl Darlow,wls WAL,GK,Newcastle Utd,24,1990,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
129,Matteo Darmian,it ITA,"DF,MF",Manchester Utd,25,1989,28,24,"1,924",21.4,1,0,1,1,0,0,8,0,0.05,0,0.05,0.05,0.05,Matches,2015-2016
130,Ben Davies,wls WAL,"DF,MF",Tottenham,22,1993,17,14,"1,291",14.3,0,2,2,0,0,0,3,0,0,0.14,0.14,0,0.14,Matches,2015-2016
131,Tom Davies,eng ENG,MF,Everton,17,1998,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
132,Kelvin Davis,eng ENG,GK,Southampton,38,1976,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
133,Steven Davis,nir NIR,MF,Southampton,30,1985,34,31,"2,602",28.9,5,3,8,5,0,0,4,0,0.17,0.1,0.28,0.17,0.28,Matches,2015-2016
134,Craig Dawson,eng ENG,DF,West Brom,25,1990,38,38,"3,384",37.6,4,0,4,4,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches,2015-2016
135,Kevin De Bruyne,be BEL,"FW,MF",Manchester City,24,1991,25,22,"2,002",22.2,7,9,16,7,0,0,2,0,0.31,0.4,0.72,0.31,0.72,Matches,2015-2016
136,Ritchie De Laet,be BEL,DF,Leicester City,26,1988,12,7,657,7.3,1,0,1,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches,2015-2016
137,Mathieu Debuchy,fr FRA,DF,Arsenal,30,1985,2,2,142,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
138,Troy Deeney,eng ENG,FW,Watford,27,1988,38,36,"3,291",36.6,13,7,20,7,6,7,6,0,0.36,0.19,0.55,0.19,0.38,Matches,2015-2016
139,Jermain Defoe,eng ENG,FW,Sunderland,32,1982,33,28,"2,550",28.3,15,1,16,14,1,1,3,0,0.53,0.04,0.56,0.49,0.53,Matches,2015-2016
140,Damien Delaney,ie IRL,DF,Crystal Palace,34,1981,32,32,"2,880",32,2,3,5,2,0,0,2,0,0.06,0.09,0.16,0.06,0.16,Matches,2015-2016
141,Fabian Delph,eng ENG,"DF,MF",Manchester City,25,1989,17,8,753,8.4,2,0,2,2,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches,2015-2016
142,Mousa Dembélé,be BEL,MF,Tottenham,28,1987,29,27,"2,265",25.2,3,1,4,3,0,0,3,0,0.12,0.04,0.16,0.12,0.16,Matches,2015-2016
143,Martín Demichelis,ar ARG,"DF,MF",Manchester City,34,1980,20,10,"1,021",11.3,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2015-2016
144,Gerard Deulofeu,es ESP,"FW,MF",Everton,21,1994,26,16,"1,383",15.4,2,8,10,2,0,0,2,0,0.13,0.52,0.65,0.13,0.65,Matches,2015-2016
145,Alessandro Diamanti,it ITA,"FW,MF",Watford,32,1983,3,0,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
146,Eric Dier,eng ENG,"DF,MF",Tottenham,21,1994,37,37,"3,263",36.3,3,2,5,3,0,0,10,0,0.08,0.06,0.14,0.08,0.14,Matches,2015-2016
147,Sylvain Distin,fr FRA,DF,Bournemouth,37,1977,12,9,843,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
148,Joe Dodoo,eng ENG,"FW,MF",Leicester City,20,1995,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
149,Graham Dorrans,sct SCO,"FW,MF",Norwich City,28,1987,21,14,"1,287",14.3,0,1,1,0,0,0,2,0,0,0.07,0.07,0,0.07,Matches,2015-2016
150,Seydou Doumbia,ci CIV,FW,Newcastle Utd,27,1987,3,0,32,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
151,Kieran Dowell,eng ENG,"FW,MF",Everton,17,1997,2,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
152,Danny Drinkwater,eng ENG,MF,Leicester City,25,1990,35,35,"3,033",33.7,3,7,10,3,0,0,5,1,0.09,0.21,0.3,0.09,0.3,Matches,2015-2016
153,Paul Dummett,wls WAL,DF,Newcastle Utd,23,1991,23,23,"1,892",21,1,0,1,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches,2015-2016
154,Nathan Dyer,eng ENG,"FW,MF",Swansea City,27,1987,1,0,19,0.2,0,1,1,0,0,0,0,0,0,4.74,4.74,0,4.74,Matches,2015-2016
