Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
13,Jordi Alba,es ESP,DF,Barcelona,33,1989,24,14,"1,419",15.8,2,3,5,2,0,0,6,1,0.8,0.8,6.2,7,42,141,157,0.13,0.19,0.32,0.13,0.32,0.05,0.4,0.44,0.05,0.44,Matches,2022-2023
14,Raúl Albiol,es ESP,DF,Villarreal,36,1985,25,24,"2,119",23.5,0,0,0,0,0,0,6,0,0.1,0.1,0,0.1,12,100,3,0,0,0,0,0,0,0,0.01,0,0.01,Matches,2022-2023
15,Rubén Alcaraz,es ESP,MF,Cádiz,31,1991,31,22,"2,043",22.7,3,0,3,1,2,3,11,1,4,1.6,1.3,2.9,30,105,20,0.13,0,0.13,0.04,0.04,0.18,0.06,0.23,0.07,0.13,Matches,2022-2023
16,Omar Alderete,py PAR,DF,Getafe,25,1996,25,23,"2,047",22.7,1,1,2,1,0,0,9,0,0.6,0.6,0.8,1.4,28,96,8,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06,Matches,2022-2023
17,Iván Alejo,es ESP,"MF,FW",Cádiz,27,1995,31,13,"1,311",14.6,0,1,1,0,0,0,13,1,1.2,1.2,2.4,3.6,52,16,103,0,0.07,0.07,0,0.07,0.08,0.17,0.25,0.08,0.25,Matches,2022-2023
18,Carles Aleñá,es ESP,"MF,FW",Getafe,24,1998,35,26,"2,119",23.5,2,2,4,2,0,0,12,1,2.3,2.3,1.6,3.9,24,87,78,0.08,0.08,0.17,0.08,0.17,0.1,0.07,0.17,0.1,0.17,Matches,2022-2023
19,Alejandro Alfaro,es ESP,MF,Elche,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
20,Ángel Algobia,es ESP,MF,Getafe,23,1999,26,11,"1,138",12.6,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.9,10,42,11,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches,2022-2023
21,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,18,2004,19,5,587,6.5,1,2,3,1,0,0,1,0,1.8,1.8,1.7,3.4,30,8,63,0.15,0.31,0.46,0.15,0.46,0.27,0.25,0.52,0.27,0.52,Matches,2022-2023
22,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,22,2000,34,29,"2,539",28.2,2,4,6,2,0,0,3,0,1.4,1.4,3.4,4.9,74,197,71,0.07,0.14,0.21,0.07,0.21,0.05,0.12,0.17,0.05,0.17,Matches,2022-2023
23,Marcos Alonso,es ESP,DF,Barcelona,31,1990,24,11,"1,172",13,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,26,71,13,0.08,0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09,Matches,2022-2023
24,Carlos Álvarez,es ESP,MF,Sevilla,18,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
25,Gastón Álvarez,uy URU,DF,Getafe,22,2000,22,16,"1,501",16.7,2,0,2,2,0,0,7,1,0.5,0.5,0.2,0.8,11,38,27,0.12,0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05,Matches,2022-2023
26,Yeray Álvarez,es ESP,DF,Athletic Club,27,1995,28,27,"2,332",25.9,1,1,2,1,0,0,7,1,0.8,0.8,1.1,1.9,32,152,8,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07,Matches,2022-2023
27,Selim Amallah,ma MAR,"MF,FW",Valladolid,25,1996,7,3,267,3,2,1,3,2,0,0,2,1,0.9,0.9,0.3,1.1,11,10,9,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38,Matches,2022-2023
28,Amath,sn SEN,"MF,FW",Mallorca,26,1996,28,12,"1,227",13.6,2,0,2,2,0,0,2,1,2.7,2.7,0.8,3.5,33,16,69,0.15,0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25,Matches,2022-2023
29,Jordan Amavi,fr FRA,DF,Getafe,28,1994,5,1,200,2.2,0,0,0,0,0,0,2,1,0,0,0,0,4,5,5,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
30,Marcos André,br BRA,"FW,MF",Valencia,25,1996,17,3,447,5,1,0,1,1,0,0,2,1,1.5,1.3,0.4,1.8,2,7,20,0.2,0,0.2,0.2,0.2,0.29,0.09,0.38,0.27,0.36,Matches,2022-2023
31,Fabrizio Angileri,ar ARG,DF,Getafe,28,1994,15,7,585,6.5,0,0,0,0,0,0,2,1,0.1,0.1,0,0.1,4,16,14,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,2022-2023
32,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,22,2000,2,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
33,José Antonio,es ESP,"MF,DF",Cádiz,18,2004,2,0,46,0.5,0,1,1,0,0,0,0,0,0,0,0,0,2,3,2,0,1.96,1.96,0,1.96,0,0.03,0.03,0,0.03,Matches,2022-2023
34,Anuar,ma MAR,"MF,FW",Valladolid,27,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.4,0.4,0.5,0.8,6,3,4,0.43,0,0.43,0.43,0.43,0.15,0.2,0.35,0.15,0.35,Matches,2022-2023
35,Mauro Arambarri,uy URU,MF,Getafe,26,1995,13,13,992,11,0,1,1,0,0,0,5,1,0.2,0.2,1.5,1.8,8,33,7,0,0.09,0.09,0,0.09,0.02,0.14,0.16,0.02,0.16,Matches,2022-2023
36,Ronald Araújo,uy URU,DF,Barcelona,23,1999,22,21,"1,800",20,0,2,2,0,0,0,5,1,2.1,2.1,0.8,2.9,29,79,11,0,0.1,0.1,0,0.1,0.1,0.04,0.15,0.1,0.15,Matches,2022-2023
37,Adu Ares,es ESP,"FW,MF",Athletic Club,20,2001,8,0,84,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,8,4,19,0,0,0,0,0,0.11,0.19,0.3,0.11,0.3,Matches,2022-2023
38,Sergio Arribas,es ESP,"MF,FW",Real Madrid,20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,2,0,0,0,0,0,0,0.74,0.14,0.88,0.74,0.88,Matches,2022-2023
39,Roberto Arroyo,es ESP,MF,Valladolid,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
40,Ricard Artero,es ESP,"MF,FW",Girona,19,2003,7,0,133,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,4,3,9,0,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches,2022-2023
41,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,24,1998,12,5,483,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8,17,22,0,0,0,0,0,0.04,0.09,0.12,0.04,0.12,Matches,2022-2023
42,Sergio Asenjo,es ESP,GK,Valladolid,33,1989,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
43,Marco Asensio,es ESP,"FW,MF",Real Madrid,26,1996,31,15,"1,442",16,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56,70,108,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65,Matches,2022-2023
44,Iago Aspas,es ESP,FW,Celta Vigo,34,1987,37,31,"2,868",31.9,12,3,15,10,2,3,6,0,11,8.7,5.6,14.3,80,162,239,0.38,0.09,0.47,0.31,0.41,0.35,0.18,0.52,0.27,0.45,Matches,2022-2023
45,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,33,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,1.18,0,1.18,1.18,1.18,Matches,2022-2023
46,Ludwig Augustinsson,se SWE,DF,Mallorca,28,1994,4,1,132,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,2022-2023
47,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,28,1994,29,23,"1,709",19,8,2,10,6,2,3,7,1,7,4.7,1.8,6.5,23,39,96,0.42,0.11,0.53,0.32,0.42,0.37,0.1,0.47,0.25,0.34,Matches,2022-2023
48,Iddrisu Baba,gh GHA,"MF,DF",Mallorca,26,1996,29,20,"1,705",18.9,0,0,0,0,0,0,5,0,0.6,0.6,0.2,0.8,3,47,8,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,2022-2023
49,Srđan Babić,rs SRB,DF,Almería,26,1996,34,33,"2,998",33.3,3,0,3,3,0,0,5,0,1.2,1.2,0.3,1.5,21,63,5,0.09,0,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04,Matches,2022-2023
50,Loïc Bade,fr FRA,DF,Sevilla,22,2000,19,16,"1,449",16.1,1,0,1,1,0,0,4,0,0.3,0.3,0.1,0.4,7,42,2,0.06,0,0.06,0.06,0.06,0.02,0.01,0.02,0.02,0.02,Matches,2022-2023
51,Édgar Badía,es ESP,GK,Elche,30,1992,36,36,"3,240",36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
52,Alex Baena,es ESP,"MF,FW",Villarreal,21,2001,35,19,"1,947",21.6,6,2,8,6,0,0,13,1,3.9,3.9,5.2,9.1,50,124,110,0.28,0.09,0.37,0.28,0.37,0.18,0.24,0.42,0.18,0.42,Matches,2022-2023
53,Alejandro Balde,es ESP,DF,Barcelona,18,2003,33,30,"2,471",27.5,1,6,7,1,0,0,4,0,1.9,1.9,4.9,6.8,95,79,234,0.04,0.22,0.25,0.04,0.25,0.07,0.18,0.25,0.07,0.25,Matches,2022-2023
54,Mikel Balenziaga,es ESP,DF,Athletic Club,34,1988,3,1,115,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,2022-2023
55,Iván Balliu,al ALB,DF,Rayo Vallecano,30,1992,37,37,"3,232",35.9,0,0,0,0,0,0,6,0,0.3,0.3,2.8,3.1,75,131,147,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,Matches,2022-2023
56,Léo Baptistão,br BRA,"FW,MF",Almería,29,1992,28,24,"1,726",19.2,5,1,6,5,0,0,7,0,4.9,4.9,1.2,6.2,38,51,83,0.26,0.05,0.31,0.26,0.31,0.26,0.06,0.32,0.26,0.32,Matches,2022-2023
57,Keidi Bare,al ALB,MF,Espanyol,24,1997,18,4,503,5.6,0,1,1,0,0,0,0,0,0.6,0.6,0.2,0.8,6,28,11,0,0.18,0.18,0,0.18,0.1,0.04,0.14,0.1,0.14,Matches,2022-2023
58,Kike Barja,es ESP,"FW,MF",Osasuna,25,1997,27,15,"1,312",14.6,1,6,7,1,0,0,1,0,1.2,1.2,3.9,5.1,61,35,185,0.07,0.41,0.48,0.07,0.48,0.08,0.26,0.35,0.08,0.35,Matches,2022-2023
59,Ander Barrenetxea,es ESP,"FW,DF",Real Sociedad,20,2001,23,9,878,9.8,3,1,4,3,0,0,4,0,3,3,1.2,4.2,36,27,72,0.31,0.1,0.41,0.31,0.41,0.31,0.12,0.43,0.31,0.43,Matches,2022-2023
60,Pablo Barrios,es ESP,MF,Atlético Madrid,19,2003,21,6,724,8,0,1,1,0,0,0,4,0,0.5,0.5,0.7,1.2,16,51,27,0,0.12,0.12,0,0.12,0.07,0.08,0.15,0.07,0.15,Matches,2022-2023
61,Rodrigo Battaglia,ar ARG,MF,Mallorca,31,1991,15,8,686,7.6,0,0,0,0,0,0,5,0,0.2,0.2,0,0.2,3,19,3,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,2022-2023
62,Bebé,cv CPV,FW,Rayo Vallecano,32,1990,4,0,60,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5,1,10,0,0,0,0,0,0.12,0.13,0.25,0.12,0.25,Matches,2022-2023
63,Héctor Bellerín,es ESP,DF,Barcelona,27,1995,3,1,143,1.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,13,6,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches,2022-2023
64,Fran Beltrán,es ESP,MF,Celta Vigo,23,1999,36,33,"2,855",31.7,0,2,2,0,0,0,4,0,0.9,0.9,1.7,2.6,27,138,33,0,0.06,0.06,0,0.06,0.03,0.05,0.08,0.03,0.08,Matches,2022-2023
65,Iker Benito,es ESP,"FW,MF",Osasuna,19,2002,4,2,176,2,0,0,0,0,0,0,0,0,0,0,0.3,0.3,9,3,15,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches,2022-2023
66,Karim Benzema,fr FRA,FW,Real Madrid,34,1987,24,24,"2,038",22.6,19,3,22,12,7,8,1,0,21.5,14.9,5.8,20.7,72,138,157,0.84,0.13,0.97,0.53,0.66,0.95,0.26,1.2,0.66,0.91,Matches,2022-2023
67,Yuri Berchiche,es ESP,DF,Athletic Club,32,1990,29,27,"2,406",26.7,1,1,2,1,0,0,9,1,1.3,1.3,1.4,2.7,59,179,95,0.04,0.04,0.07,0.04,0.07,0.05,0.05,0.1,0.05,0.1,Matches,2022-2023
68,Álex Berenguer,es ESP,FW,Athletic Club,27,1995,37,26,"2,297",25.5,4,1,5,4,0,0,2,0,4.3,4.3,4.6,9,73,77,249,0.16,0.04,0.2,0.16,0.2,0.17,0.18,0.35,0.17,0.35,Matches,2022-2023
69,Pedro Bigas,es ESP,DF,Elche,31,1990,28,25,"2,020",22.4,0,0,0,0,0,0,4,2,1.8,1.8,0,1.8,19,83,3,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches,2022-2023
70,El Bilal Touré,ml MLI,FW,Almería,20,2001,21,15,"1,264",14,7,2,9,7,0,0,0,0,6.3,6.3,1.3,7.6,18,14,51,0.5,0.14,0.64,0.5,0.64,0.45,0.09,0.54,0.45,0.54,Matches,2022-2023
71,Antonio Blanco,es ESP,MF,Cádiz,22,2000,3,2,158,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,2022-2023
72,Lautaro Blanco,ar ARG,"DF,MF",Elche,23,1999,17,9,872,9.7,0,2,2,0,0,0,2,0,0,0,1.5,1.6,41,28,76,0,0.21,0.21,0,0.21,0,0.16,0.16,0,0.16,Matches,2022-2023
73,Theo Bongonda,cd COD,"MF,FW",Cádiz,26,1995,31,24,"1,938",21.5,4,3,7,3,1,1,2,0,5.2,4.4,3,7.4,74,39,105,0.19,0.14,0.33,0.14,0.28,0.24,0.14,0.38,0.2,0.34,Matches,2022-2023
74,Yassine Bounou,ma MAR,GK,Sevilla,31,1991,25,25,"2,151",23.9,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
75,Lucas Boyé,ar ARG,FW,Elche,26,1996,35,29,"2,462",27.4,7,2,9,7,0,1,7,1,8.3,7.5,2.9,10.5,58,63,160,0.26,0.07,0.33,0.26,0.33,0.3,0.11,0.41,0.27,0.38,Matches,2022-2023
76,Martin Braithwaite,dk DEN,"FW,MF",Espanyol,31,1991,31,29,"2,456",27.3,10,2,12,10,0,0,5,1,9.2,9.2,1.4,10.6,32,54,126,0.37,0.07,0.44,0.37,0.44,0.34,0.05,0.39,0.34,0.39,Matches,2022-2023
77,Darko Brašanac,rs SRB,MF,Osasuna,30,1992,25,9,"1,041",11.6,1,1,2,1,0,0,5,0,1.2,1.2,0.6,1.8,18,49,36,0.09,0.09,0.17,0.09,0.17,0.1,0.05,0.15,0.1,0.15,Matches,2022-2023
78,Claudio Bravo,cl CHI,GK,Betis,39,1983,12,12,"1,080",12,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
79,Ante Budimir,hr CRO,FW,Osasuna,31,1991,31,22,"1,798",20,8,0,8,8,0,0,5,0,7.6,7.6,0.7,8.3,23,23,98,0.4,0,0.4,0.4,0.4,0.38,0.03,0.41,0.38,0.41,Matches,2022-2023
80,Manu Bueno,es ESP,MF,Sevilla,18,2004,2,2,149,1.7,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,4,1,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches,2022-2023
81,Santiago Bueno,uy URU,DF,Girona,23,1998,34,34,"3,010",33.4,0,1,1,0,0,0,7,1,1.3,1.3,1,2.3,30,148,4,0,0.03,0.03,0,0.03,0.04,0.03,0.07,0.04,0.07,Matches,2022-2023
82,Sergio Busquets,es ESP,MF,Barcelona,34,1988,30,28,"2,339",26,0,4,4,0,0,0,8,1,0.4,0.4,2.8,3.3,26,254,32,0,0.15,0.15,0,0.15,0.02,0.11,0.13,0.02,0.13,Matches,2022-2023
83,Leandro Cabrera,uy URU,DF,Espanyol,31,1991,32,31,"2,669",29.7,0,1,1,0,0,0,10,2,2.3,2.3,1.5,3.7,13,95,8,0,0.03,0.03,0,0.03,0.08,0.05,0.13,0.08,0.13,Matches,2022-2023
84,Cala,es ESP,DF,Cádiz,32,1989,3,1,137,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,2022-2023
85,Fernando Calero,es ESP,"DF,MF",Espanyol,26,1995,27,20,"1,611",17.9,0,1,1,0,0,0,6,0,0.7,0.7,0.6,1.3,9,64,4,0,0.06,0.06,0,0.06,0.04,0.03,0.07,0.04,0.07,Matches,2022-2023
86,Alexander Callens,pe PER,DF,Girona,30,1992,6,0,120,1.3,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
87,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,19,2002,37,21,"2,010",22.3,0,1,1,0,0,0,6,0,0.8,0.8,1.5,2.3,69,165,99,0,0.04,0.04,0,0.04,0.04,0.07,0.1,0.04,0.1,Matches,2022-2023
88,Sergio Camello,es ESP,FW,Rayo Vallecano,21,2001,38,27,"2,401",26.7,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40,42,122,0.22,0.19,0.41,0.22,0.41,0.27,0.09,0.36,0.27,0.36,Matches,2022-2023
89,Sergio Canales,es ESP,"FW,MF",Betis,31,1991,31,28,"2,402",26.7,4,3,7,3,1,1,4,2,4.3,3.5,5.6,9.1,82,143,150,0.15,0.11,0.26,0.11,0.22,0.16,0.21,0.37,0.13,0.34,Matches,2022-2023
90,Ander Capa,es ESP,DF,Athletic Club,30,1992,7,1,109,1.2,0,0,0,0,0,0,1,0,0,0,0,0,5,12,7,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,2022-2023
91,Étienne Capoue,fr FRA,MF,Villarreal,34,1988,28,22,"1,955",21.7,3,0,3,3,0,0,4,0,2.6,2.6,1.2,3.8,45,98,72,0.14,0,0.14,0.14,0.14,0.12,0.06,0.18,0.12,0.18,Matches,2022-2023
92,Isaac Carcelen,es ESP,DF,Cádiz,29,1993,27,25,"2,199",24.4,0,1,1,0,0,0,4,3,0.2,0.2,1.3,1.6,33,85,62,0,0.04,0.04,0,0.04,0.01,0.05,0.06,0.01,0.06,Matches,2022-2023
93,Juan Carlos,es ESP,GK,Girona,34,1988,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
94,José Carlos Lazo,es ESP,"MF,FW",Almería,26,1996,1,0,20,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches,2022-2023
95,José Carlos Lazo,es ESP,"MF,FW",Espanyol,26,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2,4,10,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26,Matches,2022-2023
96,Carmona,es ESP,"MF,DF",Elche,20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27,0.15,0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,Matches,2022-2023
97,Carmona,es ESP,DF,Sevilla,20,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.2,0.14,0.2,Matches,2022-2023
98,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,28,1993,35,26,"2,317",25.7,7,3,10,6,1,1,2,0,8,7.2,4.1,11.2,146,84,264,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44,Matches,2022-2023
99,Dani Carvajal,es ESP,DF,Real Madrid,30,1992,27,20,"1,784",19.8,0,2,2,0,0,0,8,1,0.8,0.8,2,2.8,22,58,147,0,0.1,0.1,0,0.1,0.04,0.1,0.14,0.04,0.14,Matches,2022-2023
100,William Carvalho,pt POR,MF,Betis,30,1992,33,31,"2,438",27.1,3,1,4,3,0,0,6,1,3.1,3.1,1.6,4.7,46,203,52,0.11,0.04,0.15,0.11,0.15,0.11,0.06,0.17,0.11,0.17,Matches,2022-2023
101,Casemiro,br BRA,MF,Real Madrid,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
102,Valentín Castellanos,ar ARG,FW,Girona,23,1998,35,33,"2,597",28.9,13,0,13,12,1,1,11,0,11.2,10.4,1.7,12.1,30,34,128,0.45,0,0.45,0.42,0.42,0.39,0.06,0.45,0.36,0.42,Matches,2022-2023
103,Samu Castillejo,es ESP,"FW,MF",Valencia,27,1995,25,17,"1,362",15.1,4,0,4,4,0,0,7,0,2.9,2.9,3,5.9,54,76,115,0.26,0,0.26,0.26,0.26,0.19,0.2,0.39,0.19,0.39,Matches,2022-2023
104,Catena,es ESP,DF,Rayo Vallecano,27,1994,35,35,"3,103",34.5,1,1,2,1,0,0,14,1,1.4,1.4,1.4,2.8,8,119,2,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08,Matches,2022-2023
105,Edinson Cavani,uy URU,FW,Valencia,35,1987,25,20,"1,449",16.1,5,2,7,3,2,3,6,0,6,3.6,1.7,5.3,8,20,53,0.31,0.12,0.43,0.19,0.31,0.37,0.11,0.48,0.22,0.33,Matches,2022-2023
106,Dani Ceballos,es ESP,MF,Real Madrid,25,1996,30,19,"1,564",17.4,0,4,4,0,0,0,8,0,0.9,0.9,2.1,3,60,204,60,0,0.23,0.23,0,0.23,0.05,0.12,0.17,0.05,0.17,Matches,2022-2023
107,Álex Centelles,es ESP,DF,Almería,24,1997,15,11,"1,123",12.5,1,2,3,1,0,0,0,1,0.4,0.4,1.3,1.7,17,35,48,0.08,0.16,0.24,0.08,0.24,0.03,0.11,0.14,0.03,0.14,Matches,2022-2023
108,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,28,1994,36,21,"1,894",21,0,4,4,0,0,0,2,1,2.3,2.3,2.7,5.1,45,69,113,0,0.19,0.19,0,0.19,0.11,0.13,0.24,0.11,0.24,Matches,2022-2023
109,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,24,1998,16,2,366,4.1,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,13,19,25,0,0.49,0.49,0,0.49,0.02,0.17,0.19,0.02,0.19,Matches,2022-2023
110,Pape Cheikh Diop,sn SEN,MF,Elche,24,1997,2,0,37,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2022-2023
111,Andreas Christensen,dk DEN,DF,Barcelona,26,1996,23,22,"1,760",19.6,1,1,2,1,0,0,2,0,1,1,0.5,1.5,18,91,5,0.05,0.05,0.1,0.05,0.1,0.05,0.03,0.08,0.05,0.08,Matches,2022-2023
112,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,23,1999,37,27,"2,339",26,6,5,11,6,0,0,1,0,6.5,6.5,4.3,10.8,133,85,261,0.23,0.19,0.42,0.23,0.42,0.25,0.16,0.41,0.25,0.41,Matches,2022-2023
