Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
76,Theo Bongonda,cd COD,"FW,MF",Celta Vigo,19,1995,23,14,"1,193",13.3,2,1,3,2,0,0,5,0,0.15,0.08,0.23,0.15,0.23,Matches,2015-2016
77,Celso Borges,cr CRC,"FW,MF",La Coruña,27,1988,24,21,"1,908",21.2,3,2,5,3,0,0,5,1,0.14,0.09,0.24,0.14,0.24,Matches,2015-2016
78,Eneko Bóveda,es ESP,DF,Athletic Club,26,1988,23,15,"1,468",16.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
79,Claudio Bravo,cl CHI,GK,Barcelona,32,1983,32,32,"2,877",32,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
80,Bruma,pt POR,"FW,MF",Real Sociedad,20,1994,32,14,"1,454",16.2,2,1,3,2,0,0,0,0,0.12,0.06,0.19,0.12,0.19,Matches,2015-2016
81,Emi Buendía,ar ARG,"FW,MF",Getafe,18,1996,17,6,745,8.3,1,1,2,1,0,0,5,1,0.12,0.12,0.24,0.12,0.24,Matches,2015-2016
82,Burgui,es ESP,"FW,MF",Espanyol,21,1993,26,8,984,10.9,1,3,4,1,0,1,0,0,0.09,0.27,0.37,0.09,0.37,Matches,2015-2016
83,Sergio Busquets,es ESP,MF,Barcelona,27,1988,35,34,"2,899",32.2,0,4,4,0,0,0,6,0,0,0.12,0.12,0,0.12,Matches,2015-2016
84,Gustavo Cabral,ar ARG,DF,Celta Vigo,29,1985,31,31,"2,672",29.7,0,0,0,0,0,0,13,3,0,0,0,0,0,Matches,2015-2016
85,Felipe Caicedo,ec ECU,"FW,MF",Espanyol,26,1988,31,26,"2,136",23.7,8,0,8,8,0,1,6,0,0.34,0,0.34,0.34,0.34,Matches,2015-2016
86,Cala,es ESP,DF,Getafe,25,1989,22,21,"1,910",21.2,1,1,2,1,0,0,12,1,0.05,0.05,0.09,0.05,0.09,Matches,2015-2016
87,Ignacio Camacho,es ESP,MF,Málaga,25,1990,23,23,"2,006",22.3,2,1,3,2,0,0,9,1,0.09,0.04,0.13,0.09,0.13,Matches,2015-2016
88,Víctor Camarasa,es ESP,MF,Levante,21,1994,34,21,"2,114",23.5,2,3,5,2,0,0,4,0,0.09,0.13,0.21,0.09,0.21,Matches,2015-2016
89,Sergio Canales,es ESP,"FW,MF",Real Sociedad,24,1991,16,11,899,10,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2015-2016
90,José Cañas,es ESP,MF,Espanyol,28,1987,13,7,692,7.7,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches,2015-2016
91,João Cancelo,pt POR,"DF,MF",Valencia,21,1994,28,25,"2,118",23.5,1,4,5,1,0,0,7,1,0.04,0.17,0.21,0.04,0.21,Matches,2015-2016
92,Roberto Canella,es ESP,DF,Sporting Gijón,27,1988,9,8,703,7.8,0,0,0,0,0,0,4,0,0,0,0,0,0,Matches,2015-2016
93,Cani,es ESP,MF,La Coruña,33,1981,18,12,885,9.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2015-2016
94,Ander Capa,es ESP,"DF,MF",Eibar,23,1992,36,34,"3,121",34.7,2,4,6,2,0,0,12,0,0.06,0.12,0.17,0.06,0.17,Matches,2015-2016
95,Eneko Capilla,es ESP,MF,Real Sociedad,20,1995,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
96,Miguel Filipe Nunes Cardoso,pt POR,"FW,MF",La Coruña,21,1994,3,0,44,0.5,0,1,1,0,0,0,0,0,0,2.05,2.05,0,2.05,Matches,2015-2016
97,Juan Carlos,es ESP,GK,Rayo Vallecano,27,1988,21,19,"1,803",20,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
98,Juan Carlos Valerón,es ESP,MF,Las Palmas,40,1975,13,3,383,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
99,Carlos Carmona,es ESP,"FW,MF",Sporting Gijón,28,1987,20,16,"1,213",13.5,2,3,5,2,0,0,4,0,0.15,0.22,0.37,0.15,0.37,Matches,2015-2016
100,David Carmona,es ESP,DF,Sevilla,18,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
101,Yannick Carrasco,be BEL,"DF,FW",Atlético Madrid,21,1993,29,16,"1,496",16.6,4,1,5,4,0,0,5,0,0.24,0.06,0.3,0.24,0.3,Matches,2015-2016
102,Daniel Carriço,pt POR,"DF,MF",Sevilla,26,1988,14,11,"1,051",11.7,1,1,2,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches,2015-2016
103,Federico Cartabia,ar ARG,MF,La Coruña,22,1993,26,15,"1,353",15,3,3,6,3,0,0,3,0,0.2,0.2,0.4,0.2,0.4,Matches,2015-2016
104,Dani Carvajal,es ESP,DF,Real Madrid,23,1992,22,19,"1,632",18.1,0,4,4,0,0,0,6,0,0,0.22,0.22,0,0.22,Matches,2015-2016
105,Víctor Casadesús,es ESP,FW,Levante,30,1985,23,8,951,10.6,3,1,4,3,0,0,3,0,0.28,0.09,0.38,0.28,0.38,Matches,2015-2016
106,Casemiro,br BRA,MF,Real Madrid,23,1992,23,17,"1,529",17,1,3,4,1,0,0,7,0,0.06,0.18,0.24,0.06,0.24,Matches,2015-2016
107,Nacho Cases,es ESP,MF,Sporting Gijón,27,1987,24,21,"1,966",21.8,1,0,1,1,0,0,12,2,0.05,0,0.05,0.05,0.05,Matches,2015-2016
108,Kiko Casilla,es ESP,GK,Real Madrid,28,1986,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
109,Dani Castellano,es ESP,"DF,MF",Las Palmas,27,1987,27,25,"2,245",24.9,0,0,0,0,0,0,5,0,0,0,0,0,0,Matches,2015-2016
110,Javi Castellano,es ESP,"DF,MF",Las Palmas,27,1987,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
111,Samu Castillejo,es ESP,"FW,MF",Villarreal,20,1995,28,19,"1,695",18.8,1,1,2,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,Matches,2015-2016
112,Carlos Castro,es ESP,FW,Sporting Gijón,20,1995,25,7,"1,021",11.3,7,0,7,7,0,0,1,0,0.62,0,0.62,0.62,0.62,Matches,2015-2016
113,Chory Castro,uy URU,"FW,MF",Málaga,30,1984,16,15,"1,241",13.8,1,1,2,1,0,0,1,0,0.07,0.07,0.15,0.07,0.15,Matches,2015-2016
114,Chory Castro,uy URU,"FW,MF",Real Sociedad,30,1984,8,1,158,1.8,0,2,2,0,0,0,0,0,0,1.14,1.14,0,1.14,Matches,2015-2016
115,Jonny Castro,es ESP,"DF,MF",Celta Vigo,21,1994,36,34,"2,956",32.8,1,4,5,1,0,0,10,2,0.03,0.12,0.15,0.03,0.15,Matches,2015-2016
116,Rubén Castro,es ESP,"FW,MF",Betis,34,1981,38,38,"3,373",37.5,19,4,23,16,3,4,2,0,0.51,0.11,0.61,0.43,0.53,Matches,2015-2016
117,Zé Castro,pt POR,DF,Rayo Vallecano,32,1983,22,22,"1,714",19,2,0,2,2,0,0,8,1,0.11,0,0.11,0.11,0.11,Matches,2015-2016
118,Dani Ceballos,es ESP,MF,Betis,18,1996,34,22,"2,132",23.7,0,2,2,0,0,0,11,1,0,0.08,0.08,0,0.08,Matches,2015-2016
119,Álvaro Cejudo,es ESP,MF,Betis,31,1984,30,21,"1,873",20.8,1,2,3,1,0,0,10,0,0.05,0.1,0.14,0.05,0.14,Matches,2015-2016
120,Charles,br BRA,FW,Málaga,31,1984,35,33,"3,003",33.4,12,3,15,11,1,1,12,0,0.36,0.09,0.45,0.33,0.42,Matches,2015-2016
121,Chechu,es ESP,DF,Rayo Vallecano,33,1982,10,4,470,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2015-2016
122,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,17,1997,6,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
123,Zhang Chengdong,cn CHN,"DF,FW",Rayo Vallecano,26,1989,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
124,Denis Cheryshev,ru RUS,"FW,MF",Real Madrid,24,1990,2,0,35,0.4,0,1,1,0,0,0,0,0,0,2.57,2.57,0,2.57,Matches,2015-2016
125,Denis Cheryshev,ru RUS,"FW,MF",Valencia,24,1990,7,6,478,5.3,3,0,3,3,0,0,2,0,0.56,0,0.56,0.56,0.56,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
126,Michaël Ciani,fr FRA,DF,Espanyol,31,1984,2,2,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
127,Coke,es ESP,"DF,MF",Sevilla,28,1987,21,20,"1,739",19.3,1,1,2,1,0,0,3,1,0.05,0.05,0.1,0.05,0.1,Matches,2015-2016
128,Duje Čop,hr CRO,FW,Málaga,25,1990,31,25,"2,047",22.7,7,3,10,6,1,1,3,0,0.31,0.13,0.44,0.26,0.4,Matches,2015-2016
129,Imanol Corral,es ESP,DF,Eibar,21,1994,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
130,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,20,1995,26,8,958,10.6,5,4,9,5,0,0,7,0,0.47,0.38,0.85,0.47,0.85,Matches,2015-2016
131,Rober Correa,es ESP,DF,Espanyol,22,1992,7,5,467,5.2,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches,2015-2016
132,Jaume Costa,es ESP,DF,Villarreal,27,1988,18,17,"1,538",17.1,1,1,2,1,0,0,8,0,0.06,0.06,0.12,0.06,0.12,Matches,2015-2016
133,Ricardo Costa,pt POR,DF,Granada,34,1981,14,14,"1,250",13.9,1,0,1,1,0,0,7,0,0.07,0,0.07,0.07,0.07,Matches,2015-2016
134,Antonio Cotán,es ESP,MF,Sevilla,19,1995,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
135,Sebastián Cristóforo,uy URU,MF,Sevilla,21,1993,21,17,"1,446",16.1,0,1,1,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches,2015-2016
136,Iván Cuéllar,es ESP,GK,Sporting Gijón,31,1984,32,32,"2,880",32,0,2,2,0,0,0,3,0,0,0.06,0.06,0,0.06,Matches,2015-2016
137,Isaac Cuenca,es ESP,"FW,MF",Granada,24,1991,12,8,788,8.8,2,2,4,2,0,0,0,0,0.23,0.23,0.46,0.23,0.46,Matches,2015-2016
138,Mauricio Cuero,co COL,"FW,MF",Levante,22,1993,13,5,482,5.4,0,1,1,0,0,0,1,0,0,0.19,0.19,0,0.19,Matches,2015-2016
139,Emmanuel Culio,ar ARG,MF,Las Palmas,31,1983,12,6,560,6.2,0,1,1,0,0,0,2,1,0,0.16,0.16,0,0.16,Matches,2015-2016
140,Curro,es ESP,"FW,MF",Sevilla,19,1996,4,3,301,3.3,0,1,1,0,0,0,3,0,0,0.3,0.3,0,0.3,Matches,2015-2016
141,Leandro Damião,br BRA,FW,Betis,26,1989,3,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
142,Danilo,br BRA,"DF,MF",Real Madrid,24,1991,24,23,"2,044",22.7,2,5,7,2,0,0,6,0,0.09,0.22,0.31,0.09,0.31,Matches,2015-2016
143,Sergi Darder,es ESP,MF,Málaga,21,1993,1,1,84,0.9,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2015-2016
144,Rodrigo De Paul,ar ARG,"FW,MF",Valencia,21,1994,9,6,521,5.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2015-2016
145,Rafael van der Vaart,nl NED,MF,Betis,32,1983,7,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
146,Deyverson,br BRA,FW,Levante,24,1991,33,24,"2,160",24,9,1,10,9,0,0,14,2,0.37,0.04,0.42,0.37,0.42,Matches,2015-2016
147,Marcelo Díaz,cl CHI,MF,Celta Vigo,28,1986,14,10,985,10.9,0,1,1,0,0,0,3,0,0,0.09,0.09,0,0.09,Matches,2015-2016
148,Néstor Díaz,es ESP,GK,Celta Vigo,23,1992,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
149,Didier Digard,fr FRA,MF,Betis,29,1986,8,2,298,3.3,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2015-2016
150,Papakouli Diop,sn SEN,MF,Espanyol,29,1986,30,29,"2,481",27.6,3,1,4,3,0,0,15,1,0.11,0.04,0.15,0.11,0.15,Matches,2015-2016
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2015-2016
151,Jaume Doménech,es ESP,GK,Valencia,24,1990,17,17,"1,530",17,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
152,Juan Domínguez,es ESP,MF,La Coruña,25,1990,5,2,185,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2015-2016
153,Dória,br BRA,DF,Granada,20,1994,8,7,622,6.9,0,0,0,0,0,0,5,1,0,0,0,0,0,Matches,2015-2016
154,Jonathan dos Santos,mx MEX,MF,Villarreal,25,1990,26,20,"1,758",19.5,0,1,1,0,0,0,4,0,0,0.05,0.05,0,0.05,Matches,2015-2016
155,Mauro dos Santos,ar ARG,DF,Eibar,26,1989,31,30,"2,682",29.8,0,1,1,0,0,0,7,0,0,0.03,0.03,0,0.03,Matches,2015-2016
