Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Season
35,Roger Assalé,ci CIV,"FW,MF",Leganés,25,1993,14,2,531,5.9,2,1,3,2,0,0,1,0,1.7,1.7,1.1,2.7,15,13,51,0.34,0.17,0.51,0.34,0.51,0.28,0.18,0.46,0.28,0.46,Matches,2019-2020
36,Miguel Atienza,es ESP,MF,Eibar,20,1999,3,0,30,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,0,0,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches,2019-2020
37,Ezequiel Ávila,ar ARG,FW,Osasuna,25,1994,20,18,"1,591",17.7,9,2,11,9,0,0,6,0,7.7,7.7,3.6,11.3,33,40,113,0.51,0.11,0.62,0.51,0.62,0.43,0.2,0.64,0.43,0.64,Matches,2019-2020
38,Javier Avilés,es ESP,"MF,FW",Leganés,21,1997,9,1,184,2,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.4,10,4,26,0.49,0.49,0.98,0.49,0.98,0.28,0.39,0.68,0.28,0.68,Matches,2019-2020
39,Chidozie Awaziem,ng NGA,DF,Leganés,22,1997,26,21,"1,997",22.2,0,0,0,0,0,0,10,0,0.8,0.8,0.3,1.2,12,59,8,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020
40,Ramon Azeez,ng NGA,MF,Granada,26,1992,25,14,"1,361",15.1,2,0,2,2,0,0,3,0,2.4,2.4,0.3,2.7,16,43,25,0.13,0,0.13,0.13,0.13,0.16,0.02,0.18,0.16,0.18,Matches,2019-2020
41,Iddrisu Baba,gh GHA,MF,Mallorca,23,1996,36,35,"2,903",32.3,0,0,0,0,0,0,6,0,1,1,0.2,1.1,16,127,8,0,0,0,0,0,0.03,0,0.04,0.03,0.04,Matches,2019-2020
42,Carlos Bacca,co COL,FW,Villarreal,32,1986,19,7,688,7.6,2,1,3,2,0,0,1,0,3.4,3.4,0.9,4.3,8,6,36,0.26,0.13,0.39,0.26,0.39,0.45,0.12,0.57,0.45,0.57,Matches,2019-2020
43,Alex Baena,es ESP,MF,Villarreal,18,2001,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
44,Gareth Bale,wls WAL,"FW,MF",Real Madrid,30,1989,16,12,"1,089",12.1,2,2,4,2,0,0,4,1,4,4,1.7,5.7,48,35,118,0.17,0.17,0.33,0.17,0.33,0.33,0.14,0.47,0.33,0.47,Matches,2019-2020
45,Mikel Balenziaga,es ESP,DF,Athletic Club,31,1988,9,6,563,6.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,5,15,9,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,2019-2020
46,Éver Banega,ar ARG,MF,Sevilla,31,1988,33,28,"2,475",27.5,3,7,10,1,2,2,10,0,3.2,1.6,6.1,7.7,66,363,77,0.11,0.25,0.36,0.04,0.29,0.11,0.22,0.34,0.06,0.28,Matches,2019-2020
47,Federico Barba,it ITA,DF,Valladolid,25,1993,5,5,450,5,0,0,0,0,0,0,3,0,0,0,0,0.1,3,15,15,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,2019-2020
48,Enis Bardhi,mk MKD,MF,Levante,24,1995,30,23,"2,114",23.5,7,2,9,7,0,0,5,0,5.1,5.1,3.5,8.7,58,111,117,0.3,0.09,0.38,0.3,0.38,0.22,0.15,0.37,0.22,0.37,Matches,2019-2020
49,Kike Barja,es ESP,"MF,FW",Osasuna,22,1997,8,4,313,3.5,0,1,1,0,0,0,0,0,0.7,0.7,1.1,1.8,14,12,33,0,0.29,0.29,0,0.29,0.2,0.32,0.52,0.2,0.52,Matches,2019-2020
50,Antonio Barragán,es ESP,DF,Betis,32,1987,12,7,641,7.1,0,1,1,0,0,0,3,0,0.1,0.1,0.6,0.7,15,49,56,0,0.14,0.14,0,0.14,0.02,0.08,0.09,0.02,0.09,Matches,2019-2020
51,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,17,2001,17,3,442,4.9,1,0,1,1,0,0,1,0,0.9,0.9,0.5,1.4,28,20,65,0.2,0,0.2,0.2,0.2,0.18,0.1,0.29,0.18,0.29,Matches,2019-2020
52,Marc Bartra,es ESP,"DF,MF",Betis,28,1991,30,29,"2,524",28,3,1,4,3,0,0,8,0,2.5,2.5,2,4.5,11,90,11,0.11,0.04,0.14,0.11,0.14,0.09,0.07,0.16,0.09,0.16,Matches,2019-2020
53,Gil Bastião Dias,pt POR,"MF,DF",Granada,22,1996,12,3,356,4,0,1,1,0,0,0,1,0,0.3,0.3,0.3,0.6,12,17,12,0,0.25,0.25,0,0.25,0.07,0.09,0.16,0.07,0.16,Matches,2019-2020
54,Fran Beltrán,es ESP,MF,Celta Vigo,20,1999,28,22,"1,830",20.3,1,0,1,1,0,0,2,1,1.5,1.5,0.6,2.1,16,67,44,0.05,0,0.05,0.05,0.05,0.07,0.03,0.1,0.07,0.1,Matches,2019-2020
55,Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,32,1987,5,2,159,1.8,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,4,6,2,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,2019-2020
56,Karim Benzema,fr FRA,FW,Real Madrid,31,1987,37,36,"3,141",34.9,21,8,29,16,5,5,0,0,20.3,16.3,7.6,23.9,110,173,270,0.6,0.23,0.83,0.46,0.69,0.58,0.22,0.8,0.47,0.69,Matches,2019-2020
57,Yuri Berchiche,es ESP,DF,Athletic Club,29,1990,33,32,"2,850",31.7,2,1,3,2,0,0,7,0,1.5,1.5,2.8,4.3,83,153,141,0.06,0.03,0.09,0.06,0.09,0.05,0.09,0.14,0.05,0.14,Matches,2019-2020
58,Markel Bergara,es ESP,MF,Getafe,33,1986,2,0,72,0.8,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,1,1,3,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches,2019-2020
59,Sergio Bermejo,es ESP,"MF,FW",Celta Vigo,21,1997,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
60,Pedro Bigas,es ESP,DF,Eibar,28,1990,23,21,"1,777",19.7,3,0,3,3,0,0,2,0,1.2,1.2,0.1,1.3,9,58,6,0.15,0,0.15,0.15,0.15,0.06,0,0.07,0.06,0.07,Matches,2019-2020
61,Rubén Blanco,es ESP,GK,Celta Vigo,24,1995,33,33,"2,960",32.9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
62,Pablo de Blasis,ar ARG,"DF,MF",Eibar,31,1988,30,15,"1,604",17.8,2,3,5,1,1,1,1,0,2.8,2,2.8,4.9,28,91,89,0.11,0.17,0.28,0.06,0.22,0.16,0.16,0.32,0.11,0.27,Matches,2019-2020
63,Alejandro Blesa,es ESP,MF,Levante,17,2002,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
64,Yassine Bounou,ma MAR,GK,Sevilla,28,1991,6,5,495,5.5,0,1,1,0,0,0,1,0,0,0,0.2,0.2,0,0,0,0,0.18,0.18,0,0.18,0,0.04,0.04,0,0.04,Matches,2019-2020
65,Filip Bradarić,hr CRO,MF,Celta Vigo,27,1992,14,7,706,7.8,0,0,0,0,0,0,2,1,0.3,0.3,0.1,0.4,7,31,5,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020
66,Martin Braithwaite,dk DEN,"FW,MF",Barcelona,28,1991,11,4,407,4.5,1,0,1,1,0,0,1,0,2.7,2.7,0.6,3.2,12,3,30,0.22,0,0.22,0.22,0.22,0.59,0.12,0.71,0.59,0.71,Matches,2019-2020
67,Martin Braithwaite,dk DEN,"FW,MF",Leganés,28,1991,24,21,"1,934",21.5,6,1,7,6,0,1,3,0,7.1,6.3,2.2,8.5,28,47,80,0.28,0.05,0.33,0.28,0.33,0.33,0.1,0.43,0.29,0.39,Matches,2019-2020
68,Brandon,es ESP,FW,Osasuna,24,1995,8,5,406,4.5,0,1,1,0,0,0,4,0,1.3,1.3,0.5,1.8,11,5,36,0,0.22,0.22,0,0.22,0.28,0.11,0.39,0.28,0.39,Matches,2019-2020
69,Darko Brašanac,rs SRB,MF,Osasuna,27,1992,31,27,"2,245",24.9,0,1,1,0,0,0,8,0,1.7,1.7,1.7,3.5,35,90,84,0,0.04,0.04,0,0.04,0.07,0.07,0.14,0.07,0.14,Matches,2019-2020
70,Yan Brice Eteki,cm CMR,MF,Granada,21,1997,28,18,"1,499",16.7,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,12,44,8,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,2019-2020
71,Ante Budimir,hr CRO,FW,Mallorca,28,1991,35,33,"2,765",30.7,13,2,15,11,2,2,12,0,11.1,9.5,1,10.5,34,33,132,0.42,0.07,0.49,0.36,0.42,0.36,0.03,0.39,0.31,0.34,Matches,2019-2020
72,Esteban Burgos,ar ARG,DF,Eibar,27,1992,15,11,"1,119",12.4,1,0,1,1,0,0,3,0,0.6,0.6,0.1,0.7,1,30,1,0.08,0,0.08,0.08,0.08,0.05,0.01,0.06,0.05,0.06,Matches,2019-2020
73,Burgui,es ESP,MF,Alavés,25,1993,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
74,Oliver Burke,sct SCO,"MF,FW",Alavés,22,1997,31,14,"1,429",15.9,1,2,3,1,0,0,2,0,2.9,2.9,1.6,4.5,49,16,92,0.06,0.13,0.19,0.06,0.19,0.18,0.1,0.28,0.18,0.28,Matches,2019-2020
75,Sergio Busquets,es ESP,MF,Barcelona,31,1988,33,29,"2,483",27.6,2,2,4,2,0,0,9,0,1.3,1.3,2.8,4.1,12,220,17,0.07,0.07,0.14,0.07,0.14,0.05,0.1,0.15,0.05,0.15,Matches,2019-2020
76,Unai Bustinza,es ESP,DF,Leganés,27,1992,33,31,"2,684",29.8,0,1,1,0,0,0,8,0,0.5,0.5,1.8,2.3,22,109,33,0,0.03,0.03,0,0.03,0.02,0.06,0.08,0.02,0.08,Matches,2019-2020
77,Erick Cabaco,uy URU,DF,Getafe,24,1995,4,3,267,3,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,1,13,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,2019-2020
78,Erick Cabaco,uy URU,DF,Levante,24,1995,11,9,809,9,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,2,24,0,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,2019-2020
79,Ariday Cabrera,es ESP,MF,Mallorca,30,1988,2,0,37,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,3,0,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches,2019-2020
80,Leandro Cabrera,uy URU,DF,Getafe,28,1991,18,18,"1,530",17,2,0,2,2,0,0,3,0,1,1,0.4,1.4,6,64,5,0.12,0,0.12,0.12,0.12,0.06,0.02,0.08,0.06,0.08,Matches,2019-2020
81,Leandro Cabrera,uy URU,DF,Espanyol,28,1991,17,17,"1,530",17,0,1,1,0,0,0,2,0,0,0,0.9,0.9,9,53,6,0,0.06,0.06,0,0.06,0,0.05,0.05,0,0.05,Matches,2019-2020
82,Fernando Calero,es ESP,DF,Espanyol,23,1995,15,12,"1,043",11.6,0,0,0,0,0,0,4,1,0,0,0,0,9,32,1,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
83,Jonathan Calleri,ar ARG,FW,Espanyol,25,1993,27,20,"1,811",20.1,1,3,4,1,0,0,6,1,4.5,4.5,2.6,7.1,32,28,111,0.05,0.15,0.2,0.05,0.2,0.22,0.13,0.35,0.22,0.35,Matches,2019-2020
84,Víctor Camarasa,es ESP,MF,Alavés,25,1994,17,15,"1,293",14.4,0,1,1,0,0,0,1,0,0.3,0.3,2.2,2.5,9,55,34,0,0.07,0.07,0,0.07,0.02,0.15,0.17,0.02,0.17,Matches,2019-2020
85,Sergio Camello,es ESP,FW,Atlético Madrid,18,2001,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
86,José Campaña,es ESP,MF,Levante,26,1993,37,35,"3,156",35.1,2,7,9,2,0,0,4,1,2.4,2.4,5.2,7.6,137,258,158,0.06,0.2,0.26,0.06,0.26,0.07,0.15,0.22,0.07,0.22,Matches,2019-2020
87,Xisco Campos,es ESP,DF,Mallorca,37,1982,9,4,473,5.3,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.6,2,5,1,0,0.19,0.19,0,0.19,0.05,0.07,0.12,0.05,0.12,Matches,2019-2020
88,Víctor Campuzano,es ESP,FW,Espanyol,22,1997,20,9,870,9.7,0,0,0,0,0,0,2,0,1.7,1.7,0.1,1.8,21,8,47,0,0,0,0,0,0.17,0.01,0.19,0.17,0.19,Matches,2019-2020
89,Sergio Canales,es ESP,"MF,FW",Betis,28,1991,36,36,"3,163",35.1,6,6,12,3,3,4,5,0,7.5,4.3,7,11.3,150,229,153,0.17,0.17,0.34,0.09,0.26,0.21,0.2,0.41,0.12,0.32,Matches,2019-2020
90,Ander Capa,es ESP,DF,Athletic Club,27,1992,35,32,"2,872",31.9,3,4,7,3,0,0,10,0,1.2,1.2,2.9,4.1,92,107,180,0.09,0.13,0.22,0.09,0.22,0.04,0.09,0.13,0.04,0.13,Matches,2019-2020
91,Marc Cardona,es ESP,FW,Osasuna,24,1995,19,9,705,7.8,1,2,3,1,0,0,1,0,1.8,1.8,1.1,2.9,19,14,56,0.13,0.26,0.38,0.13,0.38,0.23,0.14,0.37,0.23,0.37,Matches,2019-2020
92,Diego Carlos,br BRA,DF,Sevilla,26,1993,35,35,"3,134",34.8,2,0,2,2,0,0,7,0,2.3,2.3,0.6,3,6,76,2,0.06,0,0.06,0.06,0.06,0.07,0.02,0.09,0.07,0.09,Matches,2019-2020
93,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,25,1993,15,6,631,7,1,2,3,1,0,0,2,0,1.2,1.2,1,2.2,23,21,41,0.14,0.29,0.43,0.14,0.43,0.17,0.14,0.31,0.17,0.31,Matches,2019-2020
94,Daniel Carriço,pt POR,DF,Sevilla,30,1988,11,10,847,9.4,0,0,0,0,0,0,3,0,0.6,0.6,0,0.6,5,28,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,Matches,2019-2020
95,Guido Carrillo,ar ARG,FW,Leganés,28,1991,24,13,"1,213",13.5,1,2,3,1,0,0,2,0,5.2,5.1,0.7,5.9,8,29,57,0.07,0.15,0.22,0.07,0.22,0.39,0.05,0.44,0.38,0.44,Matches,2019-2020
96,Dani Carvajal,es ESP,DF,Real Madrid,27,1992,31,31,"2,738",30.4,1,5,6,1,0,0,11,0,2.6,2.6,4.9,7.5,91,182,195,0.03,0.16,0.2,0.03,0.2,0.09,0.16,0.25,0.09,0.25,Matches,2019-2020
97,William Carvalho,pt POR,MF,Betis,27,1992,13,11,892,9.9,0,0,0,0,0,0,6,1,0.6,0.6,0.8,1.4,9,68,15,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,Matches,2019-2020
98,Casemiro,br BRA,MF,Real Madrid,27,1992,35,35,"3,088",34.3,4,3,7,4,0,0,12,0,4.2,4.2,1.5,5.7,16,201,26,0.12,0.09,0.2,0.12,0.2,0.12,0.04,0.17,0.12,0.17,Matches,2019-2020
99,Santi Cazorla,es ESP,MF,Villarreal,34,1984,35,29,"2,450",27.2,11,9,20,3,8,8,3,0,8.7,2.4,7.4,9.8,55,232,98,0.4,0.33,0.73,0.11,0.44,0.32,0.27,0.59,0.09,0.36,Matches,2019-2020
100,Sofian Chakla,ma MAR,DF,Villarreal,25,1993,2,2,180,2,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,3,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,2019-2020
101,Charles,br BRA,FW,Eibar,35,1984,30,13,"1,301",14.5,6,0,6,5,1,2,8,0,4.6,3,0.9,4,7,20,58,0.42,0,0.42,0.35,0.35,0.32,0.06,0.38,0.21,0.27,Matches,2019-2020
102,Pablo Chavarría,ar ARG,"FW,MF",Mallorca,31,1988,13,1,209,2.3,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,6,3,22,0,0,0,0,0,0.33,0.06,0.39,0.33,0.39,Matches,2019-2020
103,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,21,1997,16,6,599,6.7,0,1,1,0,0,0,5,1,0.1,0.1,0.5,0.6,9,23,14,0,0.15,0.15,0,0.15,0.02,0.07,0.09,0.02,0.09,Matches,2019-2020
104,Chema,es ESP,DF,Getafe,27,1992,4,3,309,3.4,0,0,0,0,0,0,4,0,0.2,0.2,0,0.2,0,4,0,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches,2019-2020
105,Denis Cheryshev,ru RUS,"MF,FW",Valencia,28,1990,24,9,926,10.3,1,2,3,1,0,0,5,0,3.4,3.4,1.5,4.9,29,33,85,0.1,0.19,0.29,0.1,0.29,0.33,0.15,0.48,0.33,0.48,Matches,2019-2020
106,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,20,1999,37,20,"2,048",22.8,3,2,5,3,0,0,2,0,3.4,3.4,4.4,7.8,119,85,213,0.13,0.09,0.22,0.13,0.22,0.15,0.19,0.34,0.15,0.34,Matches,2019-2020
107,Churripi,es ESP,GK,Valladolid,25,1994,3,3,244,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
108,Jasper Cillessen,nl NED,GK,Valencia,30,1989,24,24,"2,096",23.3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04,0,0,0,0,0,Matches,2019-2020
109,Óscar Clemente,es ESP,MF,Atlético Madrid,20,1999,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
110,Carlos Clerc,es ESP,DF,Levante,27,1992,23,20,"1,848",20.5,0,2,2,0,0,0,4,0,0.4,0.4,2,2.5,60,68,78,0,0.1,0.1,0,0.1,0.02,0.1,0.12,0.02,0.12,Matches,2019-2020
111,Coke,es ESP,DF,Levante,32,1987,17,11,989,11,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,27,48,41,0.09,0,0.09,0.09,0.09,0.08,0.03,0.11,0.08,0.11,Matches,2019-2020
112,Álex Collado,es ESP,FW,Barcelona,20,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,Matches,2019-2020
