Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,Season
74,Mariano Bogliacino,uy URU,MF,Chievo,30,1980,34,23,"2,068",23,1,3,4,1,0,0,1,0,0.04,0.13,0.17,0.04,0.17,Matches,2010-2011
75,Valeri Bojinov,bg BUL,FW,Parma,24,1986,31,13,"1,316",14.6,3,2,5,3,0,0,1,0,0.21,0.14,0.34,0.21,0.34,Matches,2010-2011
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2010-2011
76,Mario Bolatti,ar ARG,MF,Fiorentina,25,1985,10,1,152,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2010-2011
77,Mark van Bommel,nl NED,MF,Milan,33,1977,14,14,"1,125",12.5,0,0,0,0,0,0,7,1,0,0,0,0,0,Matches,2010-2011
78,Daniele Bonera,it ITA,DF,Milan,29,1981,16,15,"1,278",14.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2010-2011
79,Filippo Boniperti,it ITA,MF,Juventus,18,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
80,Leonardo Bonucci,it ITA,DF,Juventus,23,1987,34,32,"2,885",32.1,2,0,2,2,0,0,7,1,0.06,0,0.06,0.06,0.06,Matches,2010-2011
81,Marco Borriello,it ITA,FW,Roma,28,1982,34,25,"2,283",25.4,11,3,14,10,1,1,2,0,0.43,0.12,0.55,0.39,0.51,Matches,2010-2011
82,Marco Borriello,it ITA,FW,Milan,28,1982,1,1,59,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
83,Artur Boruc,pl POL,GK,Fiorentina,30,1980,26,26,"2,340",26,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2010-2011
84,Mauro Boselli,ar ARG,FW,Genoa,25,1985,7,1,187,2.1,2,0,2,2,0,0,0,0,0.96,0,0.96,0.96,0.96,Matches,2010-2011
85,Cesare Bovo,it ITA,DF,Palermo,27,1983,32,31,"2,803",31.1,4,1,5,3,1,1,14,0,0.13,0.03,0.16,0.1,0.13,Matches,2010-2011
86,Mark Bresciano,au AUS,MF,Lazio,30,1980,20,7,652,7.2,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2010-2011
87,Matteo Brighi,it ITA,MF,Roma,29,1981,25,13,"1,279",14.2,1,0,1,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches,2010-2011
88,Miguel Britos,uy URU,DF,Bologna,25,1985,33,33,"2,911",32.3,3,1,4,3,0,0,8,0,0.09,0.03,0.12,0.09,0.12,Matches,2010-2011
89,Davide Brivio,it ITA,DF,Lecce,22,1988,22,17,"1,514",16.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2010-2011
90,Cristian Brocchi,it ITA,MF,Lazio,34,1976,31,25,"2,301",25.6,0,2,2,0,0,0,7,0,0,0.08,0.08,0,0.08,Matches,2010-2011
91,Igor Budan,hr CRO,FW,Cesena,30,1980,17,6,734,8.2,1,2,3,1,0,1,1,0,0.12,0.25,0.37,0.12,0.37,Matches,2010-2011
92,Alessandro Budel,it ITA,MF,Brescia,29,1981,12,4,438,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
93,Gianluigi Buffon,it ITA,GK,Juventus,32,1978,16,16,"1,362",15.1,0,0,0,0,0,0,1,1,0,0,0,0,0,Matches,2010-2011
94,Guillermo Burdisso,ar ARG,DF,Roma,21,1988,2,0,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
95,Nicolás Burdisso,ar ARG,DF,Roma,29,1981,28,28,"2,415",26.8,2,0,2,2,0,0,7,3,0.07,0,0.07,0.07,0.07,Matches,2010-2011
96,Antonio Buscè,it ITA,MF,Bologna,34,1975,16,10,911,10.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2010-2011
97,Fabrizio Cacciatore,it ITA,DF,Sampdoria,23,1986,5,5,388,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2010-2011
98,Alex Calderoni,it ITA,GK,Cesena,34,1976,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
99,Toni Calvo,es ESP,MF,Parma,23,1987,3,0,29,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2010-2011
100,Esteban Cambiasso,ar ARG,MF,Inter,29,1980,30,28,"2,369",26.3,7,0,7,7,0,0,0,0,0.27,0,0.27,0.27,0.27,Matches,2010-2011
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2010-2011
101,Hugo Campagnaro,ar ARG,DF,Napoli,30,1980,31,30,"2,730",30.3,0,0,0,0,0,0,10,0,0,0,0,0,0,Matches,2010-2011
102,Andrea Campagnolo,it ITA,GK,Catania,32,1978,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
103,Michele Camporese,it ITA,DF,Fiorentina,18,1992,9,7,661,7.3,1,0,1,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches,2010-2011
104,Antonio Candreva,it ITA,"DF,FW",Parma,23,1987,31,23,"2,173",24.1,3,2,5,3,0,0,4,0,0.12,0.08,0.21,0.12,0.21,Matches,2010-2011
105,Michele Canini,it ITA,DF,Cagliari,25,1985,36,36,"3,240",36,2,0,2,2,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches,2010-2011
106,Paolo Cannavaro,it ITA,DF,Napoli,29,1981,32,31,"2,717",30.2,2,1,3,2,0,0,8,1,0.07,0.03,0.1,0.07,0.1,Matches,2010-2011
107,Gianluca Caprari,it ITA,"FW,MF",Roma,17,1993,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
108,Ciro Capuano,it ITA,DF,Catania,29,1981,23,22,"1,812",20.1,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,Matches,2010-2011
109,Francesco Caputo,it ITA,FW,Bari,22,1987,12,5,665,7.4,1,0,1,1,0,0,1,0,0.14,0,0.14,0.14,0.14,Matches,2010-2011
110,Andrea Caracciolo,it ITA,FW,Brescia,28,1981,33,30,"2,625",29.2,12,1,13,8,4,5,5,1,0.41,0.03,0.45,0.27,0.31,Matches,2010-2011
111,Ezequiel Carboni,ar ARG,MF,Catania,31,1979,28,24,"2,022",22.5,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2010-2011
112,Moris Carrozzieri,it ITA,"DF,FW",Palermo,29,1980,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
113,Eduardo Carvalho,pt POR,GK,Genoa,27,1982,37,37,"3,330",37,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
114,Federico Casarini,it ITA,MF,Bologna,20,1989,32,18,"1,857",20.6,0,2,2,0,0,0,2,0,0,0.1,0.1,0,0.1,Matches,2010-2011
115,Fabio Caserta,it ITA,MF,Cesena,31,1978,25,19,"1,609",17.9,1,2,3,1,0,0,6,0,0.06,0.11,0.17,0.06,0.17,Matches,2010-2011
116,Mattia Cassani,it ITA,DF,Palermo,26,1983,32,32,"2,793",31,0,0,0,0,0,0,7,0,0,0,0,0,0,Matches,2010-2011
117,Antonio Cassano,it ITA,FW,Sampdoria,28,1982,7,7,608,6.8,4,2,6,2,2,2,1,0,0.59,0.3,0.89,0.3,0.59,Matches,2010-2011
118,Antonio Cassano,it ITA,FW,Milan,28,1982,17,9,921,10.2,4,7,11,2,2,2,2,1,0.39,0.68,1.07,0.2,0.88,Matches,2010-2011
119,Marco Cassetti,it ITA,"DF,MF",Roma,33,1977,32,31,"2,596",28.8,0,1,1,0,0,0,10,0,0,0.03,0.03,0,0.03,Matches,2010-2011
120,Luca Castellazzi,it ITA,GK,Inter,35,1975,15,13,"1,264",14,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
121,Paolo Castellini,it ITA,DF,Roma,31,1979,7,5,385,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
122,Edinson Cavani,uy URU,"FW,MF",Napoli,23,1987,35,32,"2,899",32.2,26,6,32,21,5,7,6,1,0.81,0.19,0.99,0.65,0.84,Matches,2010-2011
123,Luca Ceccarelli,it ITA,"DF,MF",Cesena,27,1983,32,25,"2,370",26.3,1,5,6,1,0,0,6,0,0.04,0.19,0.23,0.04,0.23,Matches,2010-2011
124,Pablo Ceppelini,uy URU,MF,Cagliari,18,1991,3,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
125,Alessio Cerci,it ITA,"FW,MF",Fiorentina,23,1987,24,17,"1,369",15.2,7,3,10,7,0,0,2,0,0.46,0.2,0.66,0.46,0.66,Matches,2010-2011
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2010-2011
126,Boštjan Cesar,si SVN,DF,Chievo,28,1982,32,29,"2,625",29.2,3,0,3,3,0,0,11,2,0.1,0,0.1,0.1,0.1,Matches,2010-2011
127,Júlio César,br BRA,GK,Inter,30,1979,25,25,"2,156",24,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches,2010-2011
128,Nicolò Cherubin,it ITA,DF,Bologna,23,1986,12,9,882,9.8,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2010-2011
129,Javier Chevantón,uy URU,FW,Lecce,29,1980,14,3,423,4.7,2,0,2,2,0,0,2,1,0.43,0,0.43,0.43,0.43,Matches,2010-2011
130,Giorgio Chiellini,it ITA,DF,Juventus,25,1984,32,32,"2,880",32,2,1,3,2,0,0,3,0,0.06,0.03,0.09,0.06,0.09,Matches,2010-2011
131,Cristian Chivu,ro ROU,DF,Inter,29,1980,24,24,"1,985",22.1,1,0,1,1,0,0,6,1,0.05,0,0.05,0.05,0.05,Matches,2010-2011
132,Cicinho,br BRA,DF,Roma,30,1980,6,3,350,3.9,0,1,1,0,0,0,2,0,0,0.26,0.26,0,0.26,Matches,2010-2011
133,Andrea Coda,it ITA,DF,Udinese,25,1985,22,16,"1,427",15.9,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches,2010-2011
134,Paul Codrea,ro ROU,"DF,MF",Bari,29,1981,6,4,380,4.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2010-2011
135,Giuseppe Colucci,it ITA,MF,Cesena,29,1980,33,32,"2,758",30.6,1,0,1,0,1,1,12,1,0.03,0,0.03,0,0,Matches,2010-2011
136,Gianluca Comotto,it ITA,DF,Fiorentina,31,1978,20,16,"1,536",17.1,0,0,0,0,0,0,6,0,0,0,0,0,0,Matches,2010-2011
137,Kévin Constant,gn GUI,"DF,MF",Chievo,23,1987,32,27,"2,225",24.7,2,4,6,2,0,0,7,0,0.08,0.16,0.24,0.08,0.24,Matches,2010-2011
138,Daniele Conti,it ITA,MF,Cagliari,31,1979,29,27,"2,343",26,5,1,6,5,0,0,9,0,0.19,0.04,0.23,0.19,0.23,Matches,2010-2011
139,Manuel Coppola,it ITA,MF,Parma,28,1982,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
140,Manuel Coppola,it ITA,MF,Lecce,28,1982,14,1,269,3,1,0,1,1,0,0,1,0,0.33,0,0.33,0.33,0.33,Matches,2010-2011
141,Iván Córdoba,co COL,DF,Inter,33,1976,22,15,"1,537",17.1,0,0,0,0,0,0,4,1,0,0,0,0,0,Matches,2010-2011
142,Nicolás Córdova,cl CHI,MF,Brescia,31,1979,21,17,"1,457",16.2,2,1,3,2,0,0,1,0,0.12,0.06,0.19,0.12,0.19,Matches,2010-2011
143,Bernardo Corradi,it ITA,FW,Udinese,34,1976,18,0,280,3.1,1,1,2,1,0,0,2,0,0.32,0.32,0.64,0.32,0.64,Matches,2010-2011
144,Daniele Corvia,it ITA,FW,Lecce,25,1984,30,12,"1,454",16.2,6,1,7,5,1,1,7,1,0.37,0.06,0.43,0.31,0.37,Matches,2010-2011
145,Andrea Cossu,it ITA,MF,Cagliari,30,1980,35,35,"2,933",32.6,4,12,16,4,0,0,8,0,0.12,0.37,0.49,0.12,0.49,Matches,2010-2011
146,Angelo da Costa Júnior,br BRA,GK,Sampdoria,26,1983,4,3,283,3.1,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2010-2011
147,Philippe Coutinho,br BRA,"FW,MF",Inter,18,1992,13,8,781,8.7,1,0,1,1,0,0,1,0,0.12,0,0.12,0.12,0.12,Matches,2010-2011
148,Hernán Crespo,ar ARG,FW,Parma,35,1975,29,16,"1,625",18.1,9,0,9,6,3,3,1,0,0.5,0,0.5,0.33,0.33,Matches,2010-2011
149,Emílson Cribari,br BRA,DF,Napoli,30,1980,9,6,619,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
150,Marco Crimi,it ITA,"DF,MF",Bari,20,1990,3,1,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches,2010-2011
151,Domenico Criscito,it ITA,"DF,MF",Genoa,23,1986,36,36,"3,200",35.6,0,3,3,0,0,0,6,1,0,0.08,0.08,0,0.08,Matches,2010-2011
152,Juan Cuadrado,co COL,"DF,FW",Udinese,22,1988,9,3,343,3.8,0,0,0,0,0,0,3,0,0,0,0,0,0,Matches,2010-2011
153,Gianluca Curci,it ITA,GK,Sampdoria,25,1985,35,35,"3,137",34.9,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2010-2011
154,Gaetano D'Agostino,it ITA,MF,Fiorentina,28,1982,20,12,"1,220",13.6,5,1,6,4,1,1,2,0,0.37,0.07,0.44,0.3,0.37,Matches,2010-2011
155,Marco D'Alessandro,it ITA,"DF,FW",Bari,19,1991,11,1,240,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2010-2011
156,Dario Dainelli,it ITA,DF,Genoa,31,1979,34,33,"2,830",31.4,1,0,1,1,0,0,8,0,0.03,0,0.03,0.03,0.03,Matches,2010-2011
157,Felipe dal Belo,br BRA,DF,Cesena,26,1984,7,7,467,5.2,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches,2010-2011
158,Felipe dal Belo,br BRA,DF,Fiorentina,26,1984,5,2,219,2.4,0,0,0,0,0,0,3,1,0,0,0,0,0,Matches,2010-2011
159,Simone Dallamano,it ITA,DF,Brescia,26,1983,14,12,"1,122",12.5,1,0,1,1,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches,2010-2011
160,Fabio Daprelà,ch SUI,"DF,MF",Brescia,19,1991,10,6,632,7,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches,2010-2011
