Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
240,Álex Grimaldo,es ESP,DF,de Leverkusen,30-028,1995,2,2,180,2,1,0,1,1,0,0,0,0,0.4,0.4,0.7,1.1,4,12,20,0.5,0,0.5,0.5,0.5,0.21,0.35,0.55,0.21,0.55,Matches
241,Valeriy Gromyko,by BLR,"MF,FW",kz Qaırat Almaty,28-268,1997,2,2,169,1.9,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,4,6,8,0,0,0,0,0,0.09,0.01,0.1,0.09,0.1,Matches
242,Pascal Groß,de GER,MF,de Dortmund,34-125,1991,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
243,Raphaël Guerreiro,pt POR,"DF,MF",de Bayern Munich,31-300,1993,1,1,90,1,1,0,1,1,0,0,0,0,0.7,0.7,1.3,2,2,6,9,1,0,1,1,1,0.73,1.32,2.05,0.73,2.05,Matches
244,Pape Gueye,sn SEN,MF,es Villarreal,26-267,1999,2,2,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,8,8,3,0,0,0,0,0,0.05,0.24,0.29,0.05,0.29,Matches
245,Bruno Guimarães,br BRA,MF,eng Newcastle Utd,27-336,1997,2,2,162,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,9,9,0,0,0,0,0,0.03,0.07,0.1,0.03,0.1,Matches
246,Serhou Guirassy,gn GUI,FW,de Dortmund,29-220,1996,2,2,175,1.9,1,2,3,1,0,0,0,0,1,1,0.1,1.1,2,3,6,0.51,1.03,1.54,0.51,1.54,0.51,0.07,0.58,0.51,0.58,Matches
247,Arda Güler,tr TUR,MF,es Real Madrid,20-235,2005,2,2,151,1.7,0,1,1,0,0,0,0,0,0.4,0.4,0.4,0.7,3,18,22,0,0.6,0.6,0,0.6,0.23,0.21,0.44,0.23,0.44,Matches
248,Jostein Gundersen,no NOR,DF,no Bodø/Glimt,29-199,1996,2,1,68,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,4,0,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
249,İlkay Gündoğan,de GER,MF,tr Galatasaray,34-359,1990,2,2,140,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.7,1,8,4,0,0,0,0,0,0.19,0.25,0.44,0.19,0.44,Matches
250,Gorka Guruzeta,es ESP,"FW,MF",es Athletic Club,29-036,1996,2,0,68,0.8,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.5,1,2,1,1.32,0,1.32,1.32,1.32,0.49,0.12,0.61,0.49,0.61,Matches
251,Malo Gusto,fr FRA,DF,eng Chelsea,22-152,2003,2,2,170,1.9,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,1,2,5,0,0.53,0.53,0,0.53,0.05,0.14,0.19,0.05,0.19,Matches
252,Miguel Gutiérrez,es ESP,DF,it Napoli,24-083,2001,1,1,80,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.01,0.04,0.05,0.01,0.05,Matches
253,Joško Gvardiol,hr CRO,DF,eng Manchester City,23-268,2002,2,2,169,1.9,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.4,4,16,0,0,0.53,0.53,0,0.53,0.1,0.14,0.24,0.1,0.24,Matches
254,Viktor Gyökeres,se SWE,FW,eng Arsenal,27-136,1998,2,2,154,1.7,0,0,0,0,0,0,0,0,0.9,0.9,0,1,5,1,11,0,0,0,0,0,0.54,0.02,0.56,0.54,0.56,Matches
255,Erling Haaland,no NOR,FW,eng Manchester City,25-089,2000,2,2,169,1.9,3,0,3,3,0,0,0,0,1.5,1.5,0,1.5,0,0,5,1.6,0,1.6,1.6,1.6,0.78,0,0.78,0.78,0.78,Matches
256,Anouar Ait El Hadj,be BEL,MF,be Union SG,23-181,2002,2,2,164,1.8,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.1,7,8,12,0.55,0,0.55,0.55,0.55,0.49,0.13,0.62,0.49,0.62,Matches
257,Nikita Haikin,ru RUS,GK,no Bodø/Glimt,30-099,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
258,Achraf Hakimi,ma MAR,DF,fr Paris S-G,26-348,1998,2,2,180,2,0,2,2,0,0,0,1,0,0.3,0.3,0.7,1,8,9,8,0,1,1,0,1,0.15,0.36,0.52,0.15,0.52,Matches
259,Lewis Hall,eng ENG,DF,eng Newcastle Utd,21-040,2004,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,1,0,0,0,0,0,0,0.97,0.97,0,0.97,Matches
260,Daiki Hashioka,jp JPN,DF,cz Slavia Prague,26-154,1999,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
261,Pantelis Hatzidiakos,gr GRE,DF,dk FC Copenhagen,28-273,1997,2,2,158,1.8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
262,Andreas Helmersen,no NOR,FW,no Bodø/Glimt,27-217,1998,2,0,28,0.3,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.8,1,1,2,0,0,0,0,0,1.74,0.67,2.41,1.74,2.41,Matches
263,Lucas Hernández,fr FRA,DF,fr Paris S-G,29-246,1996,1,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,Matches
264,Santiago Hezze,ar ARG,MF,gr Olympiacos,23-361,2001,2,2,159,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
265,Isak Hien,se SWE,DF,it Atalanta,26-278,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Matches
266,Piero Hincapié,ec ECU,DF,eng Arsenal,23-282,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
267,Morten Hjulmand,dk DEN,MF,pt Sporting CP,26-115,1999,2,2,159,1.8,0,0,0,0,0,1,0,0,1,0.2,0.2,0.4,3,10,2,0,0,0,0,0,0.55,0.11,0.66,0.11,0.21,Matches
268,Tomáš Holeš,cz CZE,DF,cz Slavia Prague,32-201,1993,1,1,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
269,Rodrigo Huescas,mx MEX,DF,dk FC Copenhagen,22-030,2003,2,2,104,1.2,0,1,1,0,0,0,0,0,0,0,0.3,0.4,5,0,7,0,0.87,0.87,0,0.87,0.04,0.28,0.32,0.04,0.32,Matches
270,Dean Huijsen,es ESP,DF,es Real Madrid,20-187,2005,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,13,1,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches
271,Pierre Højbjerg,dk DEN,MF,fr Marseille,30-074,1995,2,1,119,1.3,0,0,0,0,0,0,1,0,0,0,0.3,0.3,1,9,0,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
272,Oscar Højlund,dk DEN,MF,de Eint Frankfurt,20-287,2005,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
273,Rasmus Højlund,dk DEN,FW,it Napoli,22-256,2003,2,2,160,1.8,2,0,2,2,0,0,0,0,0.6,0.6,0,0.6,2,4,5,1.13,0,1.13,1.13,1.13,0.36,0.01,0.36,0.36,0.36,Matches
274,Mauro Icardi,ar ARG,FW,tr Galatasaray,32-241,1993,2,0,55,0.6,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0.26,0,0.26,0.26,0.26,Matches
275,Stanis Idumbo,be BEL,MF,fr Monaco,20-111,2005,1,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
276,George Ilenikhena,ng NGA,FW,fr Monaco,19-063,2006,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches
277,Gonçalo Inácio,pt POR,DF,pt Sporting CP,24-054,2001,2,2,180,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,15,2,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
278,Fotis Ioannidis,gr GRE,FW,pt Sporting CP,25-281,2000,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,Matches
279,Alexander Isak,se SWE,FW,eng Liverpool,26-027,1999,2,1,86,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,5,5,0,0,0,0,0,0.16,0.07,0.22,0.16,0.22,Matches
280,Ko Itakura,jp JPN,DF,nl Ajax,28-264,1997,2,2,173,1.9,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,Matches
281,Franjo Ivanović,hr CRO,"FW,MF",pt Benfica,22-017,2003,2,0,35,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,3,2,7,0,0,0,0,0,0.14,0.12,0.25,0.14,0.25,Matches
282,Nordin Jackers,be BEL,GK,be Club Brugge,28-043,1997,2,1,162,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
283,Nicolas Jackson,sn SEN,FW,de Bayern Munich,24-120,2001,2,1,91,1,1,1,2,1,0,0,0,0,1.2,1.2,0.3,1.6,4,9,7,0.99,0.99,1.98,0.99,1.98,1.22,0.33,1.55,1.22,1.55,Matches
284,Jajá,br BRA,"MF,FW",cy Pafos FC,24-186,2001,2,2,134,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,6,1,3,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
285,Ismail Jakobs,sn SEN,DF,tr Galatasaray,26-062,1999,2,1,114,1.3,0,0,0,0,0,0,1,0,0,0,0.2,0.2,1,2,7,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
286,Reece James,eng ENG,"MF,DF",eng Chelsea,25-314,1999,2,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
287,Marko Janković,me MNE,MF,az Qarabağ,30-101,1995,1,1,76,0.8,0,1,1,0,0,0,0,0,0.1,0.1,0,0.1,0,6,2,0,1.18,1.18,0,1.18,0.11,0.04,0.15,0.11,0.15,Matches
288,Vitezslav Jaros,cz CZE,GK,nl Ajax,24-087,2001,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Mikel Jauregizar,es ESP,MF,es Athletic Club,21-340,2003,2,2,135,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
290,Luis Javier Suárez,co COL,FW,pt Sporting CP,27-320,1997,2,1,105,1.2,1,0,1,0,1,1,1,0,1.6,0.8,0.7,1.5,0,4,9,0.86,0,0.86,0,0,1.34,0.62,1.97,0.66,1.29,Matches
291,Juan Jesus,br BRA,DF,it Napoli,34-130,1991,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,Matches
292,João Pedro,br BRA,FW,eng Chelsea,24-022,2001,2,1,119,1.3,0,0,0,0,0,0,2,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
293,Joelinton,br BRA,MF,eng Newcastle Utd,29-065,1996,2,2,120,1.3,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,0,6,3,0,0,0,0,0,0.24,0.05,0.28,0.24,0.28,Matches
294,Brennan Johnson,wls WAL,FW,eng Tottenham,24-148,2001,2,1,73,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,3,5,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches
295,Curtis Jones,eng ENG,MF,eng Liverpool,24-261,2001,1,1,90,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
296,Frenkie de Jong,nl NED,MF,es Barcelona,28-159,1997,2,2,180,2,0,0,0,0,0,0,2,0,0,0,0.1,0.1,4,13,2,0,0,0,0,0,0,0.06,0.06,0,0.06,Matches
297,Luiz Lúcio Reis Júnior,br BRA,GK,es Villarreal,24-277,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
298,Mauro Júnior,br BRA,DF,nl PSV Eindhoven,26-165,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,Matches
299,Vinicius Júnior,br BRA,FW,es Real Madrid,25-098,2000,2,1,97,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,8,3,22,0,0,0,0,0,0.42,0.49,0.92,0.42,0.92,Matches
300,Mathias Jørgensen,dk DEN,FW,no Bodø/Glimt,25-028,2000,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
301,Ayoub El Kaabi,ma MAR,FW,gr Olympiacos,32-114,1993,2,2,180,2,0,0,0,0,0,0,0,0,0.9,0.9,0,0.9,0,2,4,0,0,0,0,0,0.45,0.01,0.46,0.45,0.46,Matches
302,Sherhan Kalmurza,kz KAZ,GK,kz Qaırat Almaty,18-126,2007,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
303,Pierre Kalulu,fr FRA,DF,it Juventus,25-135,2000,2,2,180,2,0,1,1,0,0,0,0,0,0,0,0.2,0.2,2,13,4,0,0.5,0.5,0,0.5,0,0.1,0.1,0,0.1,Matches
304,Harry Kane,eng ENG,"FW,MF",de Bayern Munich,32-082,1993,2,2,152,1.7,4,0,4,3,1,1,0,0,1.8,1,1.3,2.3,3,6,7,2.37,0,2.37,1.78,1.78,1.06,0.75,1.81,0.59,1.34,Matches
305,Lee Kang-in,kr KOR,"MF,FW",fr Paris S-G,24-241,2001,2,0,47,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,1,3,1,0,0,0,0,0,0.19,0.32,0.5,0.19,0.5,Matches
306,Lennart Karl,de GER,FW,de Bayern Munich,17-238,2008,1,0,18,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,2,1,11,0,0,0,0,0,2.12,0,2.12,2.12,2.12,Matches
307,Damir Kasabulat,kz KAZ,MF,kz Qaırat Almaty,23-050,2002,2,2,164,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
308,Oleksii Kashchuk,ua UKR,FW,az Qarabağ,25-111,2000,2,1,83,0.9,1,0,1,1,0,0,0,0,0.2,0.2,0,0.2,1,0,4,1.08,0,1.08,1.08,1.08,0.26,0,0.26,0.26,0.26,Matches
309,Thilo Kehrer,de GER,DF,fr Monaco,29-027,1996,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
310,Lloyd Kelly,eng ENG,DF,it Juventus,27-012,1998,2,2,180,2,1,1,2,1,0,0,0,0,0.7,0.7,0.1,0.8,4,7,1,0.5,0.5,1,0.5,1,0.34,0.07,0.41,0.34,0.41,Matches
311,Milos Kerkez,hu HUN,DF,eng Liverpool,21-345,2003,2,1,95,1.1,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,2,4,0,0,0,0,0,0.24,0,0.24,0.24,0.24,Matches
312,Anan Khalaili,il ISR,DF,be Union SG,21-045,2004,2,2,167,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,4,6,9,0,0,0,0,0,0.05,0.09,0.14,0.05,0.14,Matches
313,Abdukodir Khusanov,uz UZB,DF,eng Manchester City,21-231,2004,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
314,Joshua Kimmich,de GER,MF,de Bayern Munich,30-252,1995,2,2,180,2,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,3,13,6,0,0,0,0,0,0.22,0.13,0.35,0.22,0.35,Matches
315,Davy Klaassen,nl NED,MF,nl Ajax,32-239,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,5,5,0,0,0,0,0,0.01,0.04,0.06,0.01,0.06,Matches
316,Anders Klynge,dk DEN,DF,no Bodø/Glimt,25-004,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
317,Ansgar Knauff,de GER,"FW,MF",de Eint Frankfurt,23-281,2002,2,2,180,2,1,1,2,1,0,0,0,0,0.7,0.7,0.4,1.1,8,2,18,0.5,0.5,1,0.5,1,0.34,0.22,0.56,0.34,0.56,Matches
318,Gregor Kobel,ch SUI,GK,de Dortmund,27-316,1997,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
319,Robin Koch,de GER,DF,de Eint Frankfurt,29-093,1996,2,2,169,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
320,Mateusz Kochalski,pl POL,GK,az Qarabağ,25-085,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
321,Giorgi Kochorashvili,ge GEO,MF,pt Sporting CP,26-111,1999,1,1,60,0.7,0,1,1,0,0,0,1,0,0.1,0.1,0,0.1,0,5,3,0,1.5,1.5,0,1.5,0.11,0.05,0.16,0.11,0.16,Matches
322,Christian Kofane,cm CMR,FW,de Leverkusen,19-084,2006,2,1,82,0.9,1,0,1,1,0,0,0,0,0.5,0.5,0.1,0.5,3,1,2,1.1,0,1.1,1.1,1.1,0.5,0.06,0.56,0.5,0.56,Matches
323,Philipp Köhn,ch SUI,GK,fr Monaco,27-199,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
324,Koke,es ESP,MF,es Atlético Madrid,33-283,1992,2,0,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,4,3,0,0,0,0,0,0.11,0.04,0.16,0.11,0.16,Matches
325,Randal Kolo Muani,fr FRA,FW,eng Tottenham,26-317,1998,1,0,14,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
326,Ibrahima Konaté,fr FRA,DF,eng Liverpool,26-146,1999,2,2,180,2,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,5,9,0,0,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
327,Geoffrey Kondogbia,cf CTA,MF,fr Marseille,32-245,1993,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0.1,1,1,0,0,0,0,0,0,0.06,0.04,0.1,0.06,0.1,Matches
328,Teun Koopmeiners,nl NED,MF,it Juventus,27-232,1998,2,2,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,5,7,10,0,0,0,0,0,0.05,0.23,0.28,0.05,0.28,Matches
329,Odilon Kossounou,ci CIV,DF,it Atalanta,24-287,2001,2,2,142,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0,0.2,4,4,4,0,0,0,0,0,0.09,0.02,0.11,0.09,0.11,Matches
330,Dominik Kotarski,hr CRO,GK,dk FC Copenhagen,25-250,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Jules Koundé,fr FRA,DF,es Barcelona,26-340,1998,2,2,180,2,0,1,1,0,0,0,0,0,0,0,0,0.1,2,5,5,0,0.5,0.5,0,0.5,0.02,0.02,0.04,0.02,0.04,Matches
332,Matej Kovar,cz CZE,GK,nl PSV Eindhoven,25-154,2000,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
333,Nikola Krstović,me MNE,FW,it Atalanta,25-196,2000,2,1,132,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,4,12,0,0,0,0,0,0.26,0.03,0.28,0.26,0.28,Matches
334,Mohammed Kudus,gh GHA,FW,eng Tottenham,25-077,2000,2,1,121,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,9,10,15,0,0,0,0,0,0.07,0.17,0.24,0.07,0.24,Matches
335,Lev Kurgin,kz KAZ,DF,kz Qaırat Almaty,23-134,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
336,Vasil Kušej,cz CZE,FW,cz Slavia Prague,25-147,2000,2,2,134,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,6,9,0,0,0,0,0,0.25,0.08,0.33,0.25,0.33,Matches
337,Ahmed Kutucu,tr TUR,"FW,MF",tr Galatasaray,25-231,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
338,Khvicha Kvaratskhelia,ge GEO,FW,fr Paris S-G,24-248,2001,1,1,74,0.8,1,0,1,1,0,0,0,0,0.1,0.1,0.2,0.2,3,4,3,1.22,0,1.22,1.22,1.22,0.07,0.23,0.3,0.07,0.3,Matches
339,Konrad Laimer,at AUT,DF,de Bayern Munich,28-144,1997,2,2,172,1.9,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,1,4,8,0,0,0,0,0,0.07,0.19,0.26,0.07,0.26,Matches
340,Noa Lang,nl NED,MF,it Napoli,26-123,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,Matches
341,Bruno Langa,mz MOZ,DF,cy Pafos FC,27-352,1997,2,0,46,0.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches
342,Aymeric Laporte,es ESP,DF,es Athletic Club,31-144,1994,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
343,Hugo Larsson,se SWE,MF,de Eint Frankfurt,21-113,2004,2,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches
344,Jordan Larsson,se SWE,MF,dk FC Copenhagen,28-120,1997,2,2,168,1.9,1,0,1,1,0,0,0,0,0.7,0.7,0.7,1.4,6,10,9,0.54,0,0.54,0.54,0.54,0.35,0.38,0.73,0.35,0.73,Matches
345,Robin Le Normand,es ESP,DF,es Atlético Madrid,28-341,1996,2,2,180,2,1,0,1,1,0,0,1,0,0.4,0.4,0,0.4,0,4,0,0.5,0,0.5,0.5,0.5,0.21,0,0.21,0.21,0.21,Matches
346,Iñigo Lekue,es ESP,DF,es Athletic Club,32-167,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,2,2,2,0,0,0,0,0,0,0.14,0.14,0,0.14,Matches
347,Mario Lemina,ga GAB,MF,tr Galatasaray,32-047,1993,2,2,144,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
348,Clément Lenglet,fr FRA,DF,es Atlético Madrid,30-123,1995,2,2,180,2,0,0,0,0,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
349,Lukas Lerager,dk DEN,MF,dk FC Copenhagen,32-098,1993,2,2,180,2,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,0,9,4,0,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches
350,Robert Lewandowski,pl POL,FW,es Barcelona,37-058,1988,2,1,88,1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,1,5,0,0,0,0,0,0.26,0.06,0.32,0.26,0.32,Matches
351,Rico Lewis,eng ENG,MF,eng Manchester City,20-331,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
352,Myles Lewis-Skelly,eng ENG,DF,eng Arsenal,19-022,2006,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,2,3,0,0,0,0,0,0,0,0.25,0.25,0,0.25,Matches
353,Fedde Leysen,be BEL,DF,be Union SG,22-101,2003,2,2,180,2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,7,0,0,0,0,0,0,0.07,0.05,0.12,0.07,0.12,Matches
354,Valentino Livramento,eng ENG,DF,eng Newcastle Utd,22-340,2002,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,2,9,2,0,0,0,0,0,0,0,0,0,0,Matches
355,Marcos Llorente,es ESP,"DF,MF",es Atlético Madrid,30-261,1995,2,2,180,2,2,0,2,2,0,0,0,0,0.2,0.2,0.3,0.5,8,8,11,1,0,1,1,1,0.09,0.15,0.24,0.09,0.24,Matches
356,Stanislav Lobotka,sk SVK,MF,it Napoli,30-327,1994,2,2,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
357,Manuel Locatelli,it ITA,MF,it Juventus,27-283,1998,2,1,112,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,11,1,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches
358,Ademola Lookman,ng NGA,FW,it Atalanta,27-363,1997,1,1,60,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7,2,7,0,0,0,0,0,0.09,0.13,0.22,0.09,0.22,Matches
359,Fermin López,es ESP,"MF,FW",es Barcelona,22-160,2003,1,1,89,1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,1,3,7,0,0,0,0,0,0.19,0.05,0.24,0.19,0.24,Matches
360,Marcos López,pe PER,"DF,MF",dk FC Copenhagen,25-332,1999,2,2,180,2,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.3,2,11,3,0,0,0,0,0,0.04,0.13,0.16,0.04,0.16,Matches
361,Lorenzo Lucca,it ITA,FW,it Napoli,25-038,2000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
362,Derrick Luckassen,nl NED,DF,cy Pafos FC,30-107,1995,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,Matches
363,David Luiz,br BRA,DF,cy Pafos FC,38-179,1987,2,2,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
